date,year,month,purpose,arrivals
1991-01-01,1991,1,Convention/conference,1730
1991-02-01,1991,2,Convention/conference,3670
1991-03-01,1991,3,Convention/conference,1990
1991-04-01,1991,4,Convention/conference,2140
1991-05-01,1991,5,Convention/conference,2870
1991-06-01,1991,6,Convention/conference,10450
1991-07-01,1991,7,Convention/conference,3620
1991-08-01,1991,8,Convention/conference,2460
1991-09-01,1991,9,Convention/conference,3640
1991-10-01,1991,10,Convention/conference,3290
1991-11-01,1991,11,Convention/conference,4620
1991-12-01,1991,12,Convention/conference,2290
1992-01-01,1992,1,Convention/conference,1410
1992-02-01,1992,2,Convention/conference,2360
1992-03-01,1992,3,Convention/conference,3360
1992-04-01,1992,4,Convention/conference,2520
1992-05-01,1992,5,Convention/conference,2900
1992-06-01,1992,6,Convention/conference,1530
1992-07-01,1992,7,Convention/conference,3300
1992-08-01,1992,8,Convention/conference,2810
1992-09-01,1992,9,Convention/conference,3840
1992-10-01,1992,10,Convention/conference,3250
1992-11-01,1992,11,Convention/conference,3380
1992-12-01,1992,12,Convention/conference,1670
1993-01-01,1993,1,Convention/conference,1640
1993-02-01,1993,2,Convention/conference,3480
1993-03-01,1993,3,Convention/conference,3160
1993-04-01,1993,4,Convention/conference,4360
1993-05-01,1993,5,Convention/conference,11050
1993-06-01,1993,6,Convention/conference,2450
1993-07-01,1993,7,Convention/conference,4330
1993-08-01,1993,8,Convention/conference,2040
1993-09-01,1993,9,Convention/conference,7000
1993-10-01,1993,10,Convention/conference,4030
1993-11-01,1993,11,Convention/conference,4420
1993-12-01,1993,12,Convention/conference,2240
1994-01-01,1994,1,Convention/conference,1620
1994-02-01,1994,2,Convention/conference,3950
1994-03-01,1994,3,Convention/conference,5890
1994-04-01,1994,4,Convention/conference,5230
1994-05-01,1994,5,Convention/conference,2860
1994-06-01,1994,6,Convention/conference,3070
1994-07-01,1994,7,Convention/conference,5000
1994-08-01,1994,8,Convention/conference,3360
1994-09-01,1994,9,Convention/conference,10960
1994-10-01,1994,10,Convention/conference,10820
1994-11-01,1994,11,Convention/conference,8750
1994-12-01,1994,12,Convention/conference,3420
1995-01-01,1995,1,Convention/conference,3070
1995-02-01,1995,2,Convention/conference,8600
1995-03-01,1995,3,Convention/conference,7560
1995-04-01,1995,4,Convention/conference,5580
1995-05-01,1995,5,Convention/conference,6780
1995-06-01,1995,6,Convention/conference,6590
1995-07-01,1995,7,Convention/conference,9530
1995-08-01,1995,8,Convention/conference,7870
1995-09-01,1995,9,Convention/conference,9450
1995-10-01,1995,10,Convention/conference,12150
1995-11-01,1995,11,Convention/conference,9460
1995-12-01,1995,12,Convention/conference,3070
1996-01-01,1996,1,Convention/conference,4290
1996-02-01,1996,2,Convention/conference,8080
1996-03-01,1996,3,Convention/conference,9210
1996-04-01,1996,4,Convention/conference,13040
1996-05-01,1996,5,Convention/conference,7800
1996-06-01,1996,6,Convention/conference,9250
1996-07-01,1996,7,Convention/conference,10340
1996-08-01,1996,8,Convention/conference,9130
1996-09-01,1996,9,Convention/conference,12330
1996-10-01,1996,10,Convention/conference,12480
1996-11-01,1996,11,Convention/conference,12830
1996-12-01,1996,12,Convention/conference,4110
1997-01-01,1997,1,Convention/conference,5450
1997-02-01,1997,2,Convention/conference,6290
1997-03-01,1997,3,Convention/conference,10300
1997-04-01,1997,4,Convention/conference,8720
1997-05-01,1997,5,Convention/conference,9580
1997-06-01,1997,6,Convention/conference,13790
1997-07-01,1997,7,Convention/conference,11590
1997-08-01,1997,8,Convention/conference,7950
1997-09-01,1997,9,Convention/conference,11220
1997-10-01,1997,10,Convention/conference,11720
1997-11-01,1997,11,Convention/conference,12530
1997-12-01,1997,12,Convention/conference,3500
1998-01-01,1998,1,Convention/conference,4450
1998-02-01,1998,2,Convention/conference,6690
1998-03-01,1998,3,Convention/conference,8760
1998-04-01,1998,4,Convention/conference,7560
1998-05-01,1998,5,Convention/conference,8710
1998-06-01,1998,6,Convention/conference,5200
1998-07-01,1998,7,Convention/conference,10530
1998-08-01,1998,8,Convention/conference,7450
1998-09-01,1998,9,Convention/conference,11080
1998-10-01,1998,10,Convention/conference,15770
1998-11-01,1998,11,Convention/conference,11480
1998-12-01,1998,12,Convention/conference,3960
1999-01-01,1999,1,Convention/conference,4650
1999-02-01,1999,2,Convention/conference,6720
1999-03-01,1999,3,Convention/conference,9150
1999-04-01,1999,4,Convention/conference,13610
1999-05-01,1999,5,Convention/conference,9500
1999-06-01,1999,6,Convention/conference,4960
1999-07-01,1999,7,Convention/conference,10620
1999-08-01,1999,8,Convention/conference,9260
1999-09-01,1999,9,Convention/conference,11470
1999-10-01,1999,10,Convention/conference,12150
1999-11-01,1999,11,Convention/conference,11380
1999-12-01,1999,12,Convention/conference,3600
2000-01-01,2000,1,Convention/conference,6500
2000-02-01,2000,2,Convention/conference,8430
2000-03-01,2000,3,Convention/conference,10390
2000-04-01,2000,4,Convention/conference,11100
2000-05-01,2000,5,Convention/conference,11590
2000-06-01,2000,6,Convention/conference,9760
2000-07-01,2000,7,Convention/conference,12930
2000-08-01,2000,8,Convention/conference,8750
2000-09-01,2000,9,Convention/conference,12810
2000-10-01,2000,10,Convention/conference,17380
2000-11-01,2000,11,Convention/conference,17460
2000-12-01,2000,12,Convention/conference,8950
2001-01-01,2001,1,Convention/conference,6090
2001-02-01,2001,2,Convention/conference,9060
2001-03-01,2001,3,Convention/conference,13460
2001-04-01,2001,4,Convention/conference,12230
2001-05-01,2001,5,Convention/conference,13110
2001-06-01,2001,6,Convention/conference,8800
2001-07-01,2001,7,Convention/conference,14740
2001-08-01,2001,8,Convention/conference,8300
2001-09-01,2001,9,Convention/conference,16840
2001-10-01,2001,10,Convention/conference,14070
2001-11-01,2001,11,Convention/conference,11020
2001-12-01,2001,12,Convention/conference,7910
2002-01-01,2002,1,Convention/conference,4910
2002-02-01,2002,2,Convention/conference,8640
2002-03-01,2002,3,Convention/conference,10010
2002-04-01,2002,4,Convention/conference,15730
2002-05-01,2002,5,Convention/conference,15250
2002-06-01,2002,6,Convention/conference,7270
2002-07-01,2002,7,Convention/conference,13950
2002-08-01,2002,8,Convention/conference,9160
2002-09-01,2002,9,Convention/conference,13850
2002-10-01,2002,10,Convention/conference,14190
2002-11-01,2002,11,Convention/conference,11970
2002-12-01,2002,12,Convention/conference,5000
2003-01-01,2003,1,Convention/conference,5540
2003-02-01,2003,2,Convention/conference,9450
2003-03-01,2003,3,Convention/conference,11070
2003-04-01,2003,4,Convention/conference,8280
2003-05-01,2003,5,Convention/conference,14800
2003-06-01,2003,6,Convention/conference,8750
2003-07-01,2003,7,Convention/conference,17280
2003-08-01,2003,8,Convention/conference,14470
2003-09-01,2003,9,Convention/conference,18260
2003-10-01,2003,10,Convention/conference,12380
2003-11-01,2003,11,Convention/conference,13670
2003-12-01,2003,12,Convention/conference,8580
2004-01-01,2004,1,Convention/conference,4720
2004-02-01,2004,2,Convention/conference,12110
2004-03-01,2004,3,Convention/conference,13140
2004-04-01,2004,4,Convention/conference,10720
2004-05-01,2004,5,Convention/conference,12620
2004-06-01,2004,6,Convention/conference,10340
2004-07-01,2004,7,Convention/conference,15770
2004-08-01,2004,8,Convention/conference,17020
2004-09-01,2004,9,Convention/conference,18140
2004-10-01,2004,10,Convention/conference,16920
2004-11-01,2004,11,Convention/conference,17700
2004-12-01,2004,12,Convention/conference,7760
2005-01-01,2005,1,Convention/conference,14080
2005-02-01,2005,2,Convention/conference,11360
2005-03-01,2005,3,Convention/conference,15520
2005-04-01,2005,4,Convention/conference,13440
2005-05-01,2005,5,Convention/conference,14550
2005-06-01,2005,6,Convention/conference,10250
2005-07-01,2005,7,Convention/conference,16150
2005-08-01,2005,8,Convention/conference,22740
2005-09-01,2005,9,Convention/conference,18690
2005-10-01,2005,10,Convention/conference,16290
2005-11-01,2005,11,Convention/conference,22860
2005-12-01,2005,12,Convention/conference,6770
2006-01-01,2006,1,Convention/conference,6980
2006-02-01,2006,2,Convention/conference,14020
2006-03-01,2006,3,Convention/conference,13730
2006-04-01,2006,4,Convention/conference,12580
2006-05-01,2006,5,Convention/conference,14090
2006-06-01,2006,6,Convention/conference,16590
2006-07-01,2006,7,Convention/conference,19660
2006-08-01,2006,8,Convention/conference,19900
2006-09-01,2006,9,Convention/conference,20070
2006-10-01,2006,10,Convention/conference,20790
2006-11-01,2006,11,Convention/conference,15660
2006-12-01,2006,12,Convention/conference,8920
2007-01-01,2007,1,Convention/conference,10210
2007-02-01,2007,2,Convention/conference,11870
2007-03-01,2007,3,Convention/conference,24300
2007-04-01,2007,4,Convention/conference,15130
2007-05-01,2007,5,Convention/conference,14930
2007-06-01,2007,6,Convention/conference,15800
2007-07-01,2007,7,Convention/conference,21760
2007-08-01,2007,8,Convention/conference,17830
2007-09-01,2007,9,Convention/conference,21930
2007-10-01,2007,10,Convention/conference,19930
2007-11-01,2007,11,Convention/conference,21490
2007-12-01,2007,12,Convention/conference,7940
2008-01-01,2008,1,Convention/conference,9850
2008-02-01,2008,2,Convention/conference,17140
2008-03-01,2008,3,Convention/conference,16570
2008-04-01,2008,4,Convention/conference,14690
2008-05-01,2008,5,Convention/conference,16070
2008-06-01,2008,6,Convention/conference,13890
2008-07-01,2008,7,Convention/conference,39090
2008-08-01,2008,8,Convention/conference,17790
2008-09-01,2008,9,Convention/conference,17060
2008-10-01,2008,10,Convention/conference,18090
2008-11-01,2008,11,Convention/conference,15060
2008-12-01,2008,12,Convention/conference,8970
2009-01-01,2009,1,Convention/conference,7020
2009-02-01,2009,2,Convention/conference,11960
2009-03-01,2009,3,Convention/conference,12800
2009-04-01,2009,4,Convention/conference,9700
2009-05-01,2009,5,Convention/conference,12330
2009-06-01,2009,6,Convention/conference,11190
2009-07-01,2009,7,Convention/conference,15870
2009-08-01,2009,8,Convention/conference,17350
2009-09-01,2009,9,Convention/conference,15630
2009-10-01,2009,10,Convention/conference,16820
2009-11-01,2009,11,Convention/conference,16750
2009-12-01,2009,12,Convention/conference,9660
2010-01-01,2010,1,Convention/conference,7350
2010-02-01,2010,2,Convention/conference,14010
2010-03-01,2010,3,Convention/conference,14290
2010-04-01,2010,4,Convention/conference,14650
2010-05-01,2010,5,Convention/conference,14780
2010-06-01,2010,6,Convention/conference,18920
2010-07-01,2010,7,Convention/conference,20110
2010-08-01,2010,8,Convention/conference,17750
2010-09-01,2010,9,Convention/conference,18840
2010-10-01,2010,10,Convention/conference,17530
2010-11-01,2010,11,Convention/conference,20330
2010-12-01,2010,12,Convention/conference,8830
2011-01-01,2011,1,Convention/conference,7530
2011-02-01,2011,2,Convention/conference,14030
2011-03-01,2011,3,Convention/conference,17490
2011-04-01,2011,4,Convention/conference,12090
2011-05-01,2011,5,Convention/conference,15130
2011-06-01,2011,6,Convention/conference,13070
2011-07-01,2011,7,Convention/conference,19310
2011-08-01,2011,8,Convention/conference,16780
2011-09-01,2011,9,Convention/conference,18370
2011-10-01,2011,10,Convention/conference,22330
2011-11-01,2011,11,Convention/conference,22050
2011-12-01,2011,12,Convention/conference,7940
2012-01-01,2012,1,Convention/conference,9290
2012-02-01,2012,2,Convention/conference,16420
2012-03-01,2012,3,Convention/conference,16790
2012-04-01,2012,4,Convention/conference,13220
2012-05-01,2012,5,Convention/conference,20320
2012-06-01,2012,6,Convention/conference,14440
2012-07-01,2012,7,Convention/conference,19010
2012-08-01,2012,8,Convention/conference,20980
2012-09-01,2012,9,Convention/conference,23530
2012-10-01,2012,10,Convention/conference,21610
2012-11-01,2012,11,Convention/conference,19770
2012-12-01,2012,12,Convention/conference,11190
2013-01-01,2013,1,Convention/conference,7700
2013-02-01,2013,2,Convention/conference,14240
2013-03-01,2013,3,Convention/conference,13140
2013-04-01,2013,4,Convention/conference,15630
2013-05-01,2013,5,Convention/conference,18670
2013-06-01,2013,6,Convention/conference,16330
2013-07-01,2013,7,Convention/conference,15850
2013-08-01,2013,8,Convention/conference,19130
2013-09-01,2013,9,Convention/conference,17640
2013-10-01,2013,10,Convention/conference,21140
2013-11-01,2013,11,Convention/conference,19140
2013-12-01,2013,12,Convention/conference,14680
2014-01-01,2014,1,Convention/conference,7780
2014-02-01,2014,2,Convention/conference,13110
2014-03-01,2014,3,Convention/conference,17610
2014-04-01,2014,4,Convention/conference,12760
2014-05-01,2014,5,Convention/conference,27630
2014-06-01,2014,6,Convention/conference,16560
2014-07-01,2014,7,Convention/conference,24700
2014-08-01,2014,8,Convention/conference,21020
2014-09-01,2014,9,Convention/conference,22520
2014-10-01,2014,10,Convention/conference,22750
2014-11-01,2014,11,Convention/conference,29430
2014-12-01,2014,12,Convention/conference,9840
2015-01-01,2015,1,Convention/conference,10930
2015-02-01,2015,2,Convention/conference,14450
2015-03-01,2015,3,Convention/conference,16540
2015-04-01,2015,4,Convention/conference,17560
2015-05-01,2015,5,Convention/conference,18300
2015-06-01,2015,6,Convention/conference,16130
2015-07-01,2015,7,Convention/conference,15380
2015-08-01,2015,8,Convention/conference,17850
2015-09-01,2015,9,Convention/conference,20130
2015-10-01,2015,10,Convention/conference,23390
2015-11-01,2015,11,Convention/conference,23080
2015-12-01,2015,12,Convention/conference,7490
2016-01-01,2016,1,Convention/conference,9380
2016-02-01,2016,2,Convention/conference,16920
2016-03-01,2016,3,Convention/conference,16210
2016-04-01,2016,4,Convention/conference,19490
2016-05-01,2016,5,Convention/conference,17020
2016-06-01,2016,6,Convention/conference,13890
2016-07-01,2016,7,Convention/conference,18530
2016-08-01,2016,8,Convention/conference,16840
2016-09-01,2016,9,Convention/conference,22680
2016-10-01,2016,10,Convention/conference,21890
2016-11-01,2016,11,Convention/conference,21860
2016-12-01,2016,12,Convention/conference,11030
2017-01-01,2017,1,Convention/conference,16160
2017-02-01,2017,2,Convention/conference,18090
2017-03-01,2017,3,Convention/conference,19510
2017-04-01,2017,4,Convention/conference,16980
2017-05-01,2017,5,Convention/conference,20520
2017-06-01,2017,6,Convention/conference,17680
2017-07-01,2017,7,Convention/conference,25890
2017-08-01,2017,8,Convention/conference,28310
2017-09-01,2017,9,Convention/conference,28350
2017-10-01,2017,10,Convention/conference,31730
2017-11-01,2017,11,Convention/conference,29200
2017-12-01,2017,12,Convention/conference,14600
2018-01-01,2018,1,Convention/conference,13310
2018-02-01,2018,2,Convention/conference,19980
2018-03-01,2018,3,Convention/conference,24040
2018-04-01,2018,4,Convention/conference,23070
2018-05-01,2018,5,Convention/conference,32240
2018-06-01,2018,6,Convention/conference,21630
2018-07-01,2018,7,Convention/conference,28520
2018-08-01,2018,8,Convention/conference,25450
2018-09-01,2018,9,Convention/conference,31780
2018-10-01,2018,10,Convention/conference,35350
2018-11-01,2018,11,Convention/conference,33200
2018-12-01,2018,12,Convention/conference,14990
2019-01-01,2019,1,Convention/conference,13520
2019-02-01,2019,2,Convention/conference,22530
2019-03-01,2019,3,Convention/conference,29750
2019-04-01,2019,4,Convention/conference,21570
2019-05-01,2019,5,Convention/conference,30390
2019-06-01,2019,6,Convention/conference,23860
2019-07-01,2019,7,Convention/conference,29110
2019-08-01,2019,8,Convention/conference,33330
2019-09-01,2019,9,Convention/conference,32570
2019-10-01,2019,10,Convention/conference,35230
2019-11-01,2019,11,Convention/conference,40100
2019-12-01,2019,12,Convention/conference,17700
2020-01-01,2020,1,Convention/conference,11690
2020-02-01,2020,2,Convention/conference,19260
2020-03-01,2020,3,Convention/conference,6950
2020-04-01,2020,4,Convention/conference,0
2020-05-01,2020,5,Convention/conference,10
2020-06-01,2020,6,Convention/conference,20
2020-07-01,2020,7,Convention/conference,10
2020-08-01,2020,8,Convention/conference,10
2020-09-01,2020,9,Convention/conference,10
2020-10-01,2020,10,Convention/conference,30
2020-11-01,2020,11,Convention/conference,20
2020-12-01,2020,12,Convention/conference,40
2021-01-01,2021,1,Convention/conference,40
2021-02-01,2021,2,Convention/conference,20
2021-03-01,2021,3,Convention/conference,50
2021-04-01,2021,4,Convention/conference,110
2021-05-01,2021,5,Convention/conference,560
2021-06-01,2021,6,Convention/conference,400
2021-07-01,2021,7,Convention/conference,70
2021-08-01,2021,8,Convention/conference,20
2021-09-01,2021,9,Convention/conference,10
2021-10-01,2021,10,Convention/conference,0
2021-11-01,2021,11,Convention/conference,190
2021-12-01,2021,12,Convention/conference,450
2022-01-01,2022,1,Convention/conference,470
2022-02-01,2022,2,Convention/conference,920
2022-03-01,2022,3,Convention/conference,2640
2022-04-01,2022,4,Convention/conference,3280
2022-05-01,2022,5,Convention/conference,9200
2022-06-01,2022,6,Convention/conference,7740
2022-07-01,2022,7,Convention/conference,8860
2022-08-01,2022,8,Convention/conference,17080
2022-09-01,2022,9,Convention/conference,17030
2022-10-01,2022,10,Convention/conference,18660
2022-11-01,2022,11,Convention/conference,22050
2022-12-01,2022,12,Convention/conference,11900
2023-01-01,2023,1,Convention/conference,11570
2023-02-01,2023,2,Convention/conference,16740
2023-03-01,2023,3,Convention/conference,19930
2023-04-01,2023,4,Convention/conference,12690
2023-05-01,2023,5,Convention/conference,28260
2023-06-01,2023,6,Convention/conference,19930
2023-07-01,2023,7,Convention/conference,22850
2023-08-01,2023,8,Convention/conference,22290
2023-09-01,2023,9,Convention/conference,23570
2023-10-01,2023,10,Convention/conference,28730
2023-11-01,2023,11,Convention/conference,23530
2023-12-01,2023,12,Convention/conference,12460
2024-01-01,2024,1,Convention/conference,7210
2024-02-01,2024,2,Convention/conference,17790
2024-03-01,2024,3,Convention/conference,19610
2024-04-01,2024,4,Convention/conference,15030
2024-05-01,2024,5,Convention/conference,23830
2024-06-01,2024,6,Convention/conference,27720
2024-07-01,2024,7,Convention/conference,18640
2024-08-01,2024,8,Convention/conference,21250
2024-09-01,2024,9,Convention/conference,30500
2024-10-01,2024,10,Convention/conference,28830
2024-11-01,2024,11,Convention/conference,29010
2024-12-01,2024,12,Convention/conference,13490
2025-01-01,2025,1,Convention/conference,6830
2025-02-01,2025,2,Convention/conference,19470
2025-03-01,2025,3,Convention/conference,20880
2025-04-01,2025,4,Convention/conference,27920
2025-05-01,2025,5,Convention/conference,23380
2025-06-01,2025,6,Convention/conference,22900
2025-07-01,2025,7,Convention/conference,23120
2025-08-01,2025,8,Convention/conference,25020
2025-09-01,2025,9,Convention/conference,31610
2025-10-01,2025,10,Convention/conference,28170
2025-11-01,2025,11,Convention/conference,34350
2025-12-01,2025,12,Convention/conference,12880
2026-01-01,2026,1,Convention/conference,23010
2026-02-01,2026,2,Convention/conference,18780
1991-01-01,1991,1,Business,13650
1991-02-01,1991,2,Business,18300
1991-03-01,1991,3,Business,18610
1991-04-01,1991,4,Business,20880
1991-05-01,1991,5,Business,17810
1991-06-01,1991,6,Business,18670
1991-07-01,1991,7,Business,18060
1991-08-01,1991,8,Business,18610
1991-09-01,1991,9,Business,17840
1991-10-01,1991,10,Business,22610
1991-11-01,1991,11,Business,23480
1991-12-01,1991,12,Business,13340
1992-01-01,1992,1,Business,13860
1992-02-01,1992,2,Business,22290
1992-03-01,1992,3,Business,24100
1992-04-01,1992,4,Business,18870
1992-05-01,1992,5,Business,21880
1992-06-01,1992,6,Business,17690
1992-07-01,1992,7,Business,18340
1992-08-01,1992,8,Business,20020
1992-09-01,1992,9,Business,19350
1992-10-01,1992,10,Business,21970
1992-11-01,1992,11,Business,25210
1992-12-01,1992,12,Business,12750
1993-01-01,1993,1,Business,15510
1993-02-01,1993,2,Business,23230
1993-03-01,1993,3,Business,25390
1993-04-01,1993,4,Business,20920
1993-05-01,1993,5,Business,22440
1993-06-01,1993,6,Business,19480
1993-07-01,1993,7,Business,20360
1993-08-01,1993,8,Business,23100
1993-09-01,1993,9,Business,22510
1993-10-01,1993,10,Business,28240
1993-11-01,1993,11,Business,31000
1993-12-01,1993,12,Business,16200
1994-01-01,1994,1,Business,19840
1994-02-01,1994,2,Business,29110
1994-03-01,1994,3,Business,31010
1994-04-01,1994,4,Business,28060
1994-05-01,1994,5,Business,28760
1994-06-01,1994,6,Business,25870
1994-07-01,1994,7,Business,27410
1994-08-01,1994,8,Business,26680
1994-09-01,1994,9,Business,25610
1994-10-01,1994,10,Business,29750
1994-11-01,1994,11,Business,32010
1994-12-01,1994,12,Business,17810
1995-01-01,1995,1,Business,21130
1995-02-01,1995,2,Business,29090
1995-03-01,1995,3,Business,33620
1995-04-01,1995,4,Business,26840
1995-05-01,1995,5,Business,29940
1995-06-01,1995,6,Business,25270
1995-07-01,1995,7,Business,33720
1995-08-01,1995,8,Business,40360
1995-09-01,1995,9,Business,28830
1995-10-01,1995,10,Business,33710
1995-11-01,1995,11,Business,36330
1995-12-01,1995,12,Business,22150
1996-01-01,1996,1,Business,27180
1996-02-01,1996,2,Business,31860
1996-03-01,1996,3,Business,37530
1996-04-01,1996,4,Business,31980
1996-05-01,1996,5,Business,32050
1996-06-01,1996,6,Business,32170
1996-07-01,1996,7,Business,32350
1996-08-01,1996,8,Business,32400
1996-09-01,1996,9,Business,32340
1996-10-01,1996,10,Business,38010
1996-11-01,1996,11,Business,39680
1996-12-01,1996,12,Business,24400
1997-01-01,1997,1,Business,28670
1997-02-01,1997,2,Business,38430
1997-03-01,1997,3,Business,37810
1997-04-01,1997,4,Business,38020
1997-05-01,1997,5,Business,38230
1997-06-01,1997,6,Business,33830
1997-07-01,1997,7,Business,36300
1997-08-01,1997,8,Business,36720
1997-09-01,1997,9,Business,37150
1997-10-01,1997,10,Business,39420
1997-11-01,1997,11,Business,43320
1997-12-01,1997,12,Business,28190
1998-01-01,1998,1,Business,30550
1998-02-01,1998,2,Business,40520
1998-03-01,1998,3,Business,44580
1998-04-01,1998,4,Business,35480
1998-05-01,1998,5,Business,39530
1998-06-01,1998,6,Business,34440
1998-07-01,1998,7,Business,32780
1998-08-01,1998,8,Business,34010
1998-09-01,1998,9,Business,28620
1998-10-01,1998,10,Business,41040
1998-11-01,1998,11,Business,42160
1998-12-01,1998,12,Business,26640
1999-01-01,1999,1,Business,31760
1999-02-01,1999,2,Business,38850
1999-03-01,1999,3,Business,40280
1999-04-01,1999,4,Business,34540
1999-05-01,1999,5,Business,42300
1999-06-01,1999,6,Business,33820
1999-07-01,1999,7,Business,35720
1999-08-01,1999,8,Business,37990
1999-09-01,1999,9,Business,36580
1999-10-01,1999,10,Business,37920
1999-11-01,1999,11,Business,44230
1999-12-01,1999,12,Business,26960
2000-01-01,2000,1,Business,29620
2000-02-01,2000,2,Business,41700
2000-03-01,2000,3,Business,45380
2000-04-01,2000,4,Business,38330
2000-05-01,2000,5,Business,44660
2000-06-01,2000,6,Business,39780
2000-07-01,2000,7,Business,42970
2000-08-01,2000,8,Business,39910
2000-09-01,2000,9,Business,41510
2000-10-01,2000,10,Business,45800
2000-11-01,2000,11,Business,46620
2000-12-01,2000,12,Business,28220
2001-01-01,2001,1,Business,31650
2001-02-01,2001,2,Business,43240
2001-03-01,2001,3,Business,42100
2001-04-01,2001,4,Business,35970
2001-05-01,2001,5,Business,38820
2001-06-01,2001,6,Business,33280
2001-07-01,2001,7,Business,37060
2001-08-01,2001,8,Business,38810
2001-09-01,2001,9,Business,30620
2001-10-01,2001,10,Business,38520
2001-11-01,2001,11,Business,37730
2001-12-01,2001,12,Business,26670
2002-01-01,2002,1,Business,30370
2002-02-01,2002,2,Business,37730
2002-03-01,2002,3,Business,39030
2002-04-01,2002,4,Business,40130
2002-05-01,2002,5,Business,39060
2002-06-01,2002,6,Business,33390
2002-07-01,2002,7,Business,36490
2002-08-01,2002,8,Business,34330
2002-09-01,2002,9,Business,35910
2002-10-01,2002,10,Business,42190
2002-11-01,2002,11,Business,44770
2002-12-01,2002,12,Business,29050
2003-01-01,2003,1,Business,32370
2003-02-01,2003,2,Business,40690
2003-03-01,2003,3,Business,40700
2003-04-01,2003,4,Business,27220
2003-05-01,2003,5,Business,33890
2003-06-01,2003,6,Business,32030
2003-07-01,2003,7,Business,36600
2003-08-01,2003,8,Business,38650
2003-09-01,2003,9,Business,40410
2003-10-01,2003,10,Business,45220
2003-11-01,2003,11,Business,49380
2003-12-01,2003,12,Business,30310
2004-01-01,2004,1,Business,32090
2004-02-01,2004,2,Business,48190
2004-03-01,2004,3,Business,48990
2004-04-01,2004,4,Business,35170
2004-05-01,2004,5,Business,44770
2004-06-01,2004,6,Business,37700
2004-07-01,2004,7,Business,40460
2004-08-01,2004,8,Business,46310
2004-09-01,2004,9,Business,42450
2004-10-01,2004,10,Business,46970
2004-11-01,2004,11,Business,53560
2004-12-01,2004,12,Business,32710
2005-01-01,2005,1,Business,36900
2005-02-01,2005,2,Business,45200
2005-03-01,2005,3,Business,45330
2005-04-01,2005,4,Business,43470
2005-05-01,2005,5,Business,48170
2005-06-01,2005,6,Business,41850
2005-07-01,2005,7,Business,45170
2005-08-01,2005,8,Business,47890
2005-09-01,2005,9,Business,44640
2005-10-01,2005,10,Business,50010
2005-11-01,2005,11,Business,56410
2005-12-01,2005,12,Business,33740
2006-01-01,2006,1,Business,38710
2006-02-01,2006,2,Business,51440
2006-03-01,2006,3,Business,53620
2006-04-01,2006,4,Business,43620
2006-05-01,2006,5,Business,50290
2006-06-01,2006,6,Business,43670
2006-07-01,2006,7,Business,49440
2006-08-01,2006,8,Business,49360
2006-09-01,2006,9,Business,46520
2006-10-01,2006,10,Business,53610
2006-11-01,2006,11,Business,58930
2006-12-01,2006,12,Business,34530
2007-01-01,2007,1,Business,43580
2007-02-01,2007,2,Business,51610
2007-03-01,2007,3,Business,60480
2007-04-01,2007,4,Business,47960
2007-05-01,2007,5,Business,53500
2007-06-01,2007,6,Business,48240
2007-07-01,2007,7,Business,49960
2007-08-01,2007,8,Business,52970
2007-09-01,2007,9,Business,50500
2007-10-01,2007,10,Business,57530
2007-11-01,2007,11,Business,57150
2007-12-01,2007,12,Business,35600
2008-01-01,2008,1,Business,42270
2008-02-01,2008,2,Business,59610
2008-03-01,2008,3,Business,57040
2008-04-01,2008,4,Business,60040
2008-05-01,2008,5,Business,52910
2008-06-01,2008,6,Business,47910
2008-07-01,2008,7,Business,51890
2008-08-01,2008,8,Business,50660
2008-09-01,2008,9,Business,48080
2008-10-01,2008,10,Business,54720
2008-11-01,2008,11,Business,54320
2008-12-01,2008,12,Business,31150
2009-01-01,2009,1,Business,34080
2009-02-01,2009,2,Business,47890
2009-03-01,2009,3,Business,54170
2009-04-01,2009,4,Business,39360
2009-05-01,2009,5,Business,43580
2009-06-01,2009,6,Business,41940
2009-07-01,2009,7,Business,44110
2009-08-01,2009,8,Business,45770
2009-09-01,2009,9,Business,44650
2009-10-01,2009,10,Business,48930
2009-11-01,2009,11,Business,56660
2009-12-01,2009,12,Business,32060
2010-01-01,2010,1,Business,40930
2010-02-01,2010,2,Business,54210
2010-03-01,2010,3,Business,58740
2010-04-01,2010,4,Business,47370
2010-05-01,2010,5,Business,56420
2010-06-01,2010,6,Business,46650
2010-07-01,2010,7,Business,49020
2010-08-01,2010,8,Business,53230
2010-09-01,2010,9,Business,49810
2010-10-01,2010,10,Business,56630
2010-11-01,2010,11,Business,62930
2010-12-01,2010,12,Business,37860
2011-01-01,2011,1,Business,50490
2011-02-01,2011,2,Business,59250
2011-03-01,2011,3,Business,62370
2011-04-01,2011,4,Business,44810
2011-05-01,2011,5,Business,60880
2011-06-01,2011,6,Business,49610
2011-07-01,2011,7,Business,54510
2011-08-01,2011,8,Business,53480
2011-09-01,2011,9,Business,52050
2011-10-01,2011,10,Business,58060
2011-11-01,2011,11,Business,69710
2011-12-01,2011,12,Business,35240
2012-01-01,2012,1,Business,42530
2012-02-01,2012,2,Business,63410
2012-03-01,2012,3,Business,58770
2012-04-01,2012,4,Business,50080
2012-05-01,2012,5,Business,60830
2012-06-01,2012,6,Business,48800
2012-07-01,2012,7,Business,51900
2012-08-01,2012,8,Business,52650
2012-09-01,2012,9,Business,55630
2012-10-01,2012,10,Business,63030
