date,year,month,purpose,arrivals
2007-01-01,2007,1,Education,40490
2007-02-01,2007,2,Education,54750
2007-03-01,2007,3,Education,24640
2007-04-01,2007,4,Education,18020
2007-05-01,2007,5,Education,12630
2007-06-01,2007,6,Education,20320
2007-07-01,2007,7,Education,57910
2007-08-01,2007,8,Education,18160
2007-09-01,2007,9,Education,15700
2007-10-01,2007,10,Education,16880
2007-11-01,2007,11,Education,13440
2007-12-01,2007,12,Education,11730
2008-01-01,2008,1,Education,41070
2008-02-01,2008,2,Education,61420
2008-03-01,2008,3,Education,26940
2008-04-01,2008,4,Education,15970
2008-05-01,2008,5,Education,11770
2008-06-01,2008,6,Education,17510
2008-07-01,2008,7,Education,58030
2008-08-01,2008,8,Education,21150
2008-09-01,2008,9,Education,14000
2008-10-01,2008,10,Education,18260
2008-11-01,2008,11,Education,12970
2008-12-01,2008,12,Education,11900
2009-01-01,2009,1,Education,41330
2009-02-01,2009,2,Education,68430
2009-03-01,2009,3,Education,27750
2009-04-01,2009,4,Education,20440
2009-05-01,2009,5,Education,13620
2009-06-01,2009,6,Education,18740
2009-07-01,2009,7,Education,61040
2009-08-01,2009,8,Education,21300
2009-09-01,2009,9,Education,16820
2009-10-01,2009,10,Education,21340
2009-11-01,2009,11,Education,15590
2009-12-01,2009,12,Education,13940
2010-01-01,2010,1,Education,46970
2010-02-01,2010,2,Education,73170
2010-03-01,2010,3,Education,31690
2010-04-01,2010,4,Education,19250
2010-05-01,2010,5,Education,13240
2010-06-01,2010,6,Education,20170
2010-07-01,2010,7,Education,69080
2010-08-01,2010,8,Education,23940
2010-09-01,2010,9,Education,17870
2010-10-01,2010,10,Education,19840
2010-11-01,2010,11,Education,15980
2010-12-01,2010,12,Education,14260
2011-01-01,2011,1,Education,42520
2011-02-01,2011,2,Education,85710
2011-03-01,2011,3,Education,29290
2011-04-01,2011,4,Education,16610
2011-05-01,2011,5,Education,18470
2011-06-01,2011,6,Education,18160
2011-07-01,2011,7,Education,67120
2011-08-01,2011,8,Education,23350
2011-09-01,2011,9,Education,18440
2011-10-01,2011,10,Education,20180
2011-11-01,2011,11,Education,15590
2011-12-01,2011,12,Education,15030
2012-01-01,2012,1,Education,40730
2012-02-01,2012,2,Education,85710
2012-03-01,2012,3,Education,27950
2012-04-01,2012,4,Education,19930
2012-05-01,2012,5,Education,13310
2012-06-01,2012,6,Education,19240
2012-07-01,2012,7,Education,68520
2012-08-01,2012,8,Education,25030
2012-09-01,2012,9,Education,19970
2012-10-01,2012,10,Education,18760
2012-11-01,2012,11,Education,15990
2012-12-01,2012,12,Education,15760
2013-01-01,2013,1,Education,42550
2013-02-01,2013,2,Education,74540
2013-03-01,2013,3,Education,33520
2013-04-01,2013,4,Education,21560
2013-05-01,2013,5,Education,15020
2013-06-01,2013,6,Education,19960
2013-07-01,2013,7,Education,68010
2013-08-01,2013,8,Education,27090
2013-09-01,2013,9,Education,17760
2013-10-01,2013,10,Education,21920
2013-11-01,2013,11,Education,16770
2013-12-01,2013,12,Education,14040
2014-01-01,2014,1,Education,37670
2014-02-01,2014,2,Education,75410
2014-03-01,2014,3,Education,31760
2014-04-01,2014,4,Education,19770
2014-05-01,2014,5,Education,15660
2014-06-01,2014,6,Education,19060
2014-07-01,2014,7,Education,67650
2014-08-01,2014,8,Education,30070
2014-09-01,2014,9,Education,18230
2014-10-01,2014,10,Education,26270
2014-11-01,2014,11,Education,20380
2014-12-01,2014,12,Education,18100
2015-01-01,2015,1,Education,47760
2015-02-01,2015,2,Education,73800
2015-03-01,2015,3,Education,42940
2015-04-01,2015,4,Education,26290
2015-05-01,2015,5,Education,18910
2015-06-01,2015,6,Education,25460
2015-07-01,2015,7,Education,84530
2015-08-01,2015,8,Education,34850
2015-09-01,2015,9,Education,20420
2015-10-01,2015,10,Education,27720
2015-11-01,2015,11,Education,29880
2015-12-01,2015,12,Education,26960
2016-01-01,2016,1,Education,52540
2016-02-01,2016,2,Education,94110
2016-03-01,2016,3,Education,36620
2016-04-01,2016,4,Education,27080
2016-05-01,2016,5,Education,19350
2016-06-01,2016,6,Education,24990
2016-07-01,2016,7,Education,97020
2016-08-01,2016,8,Education,31590
2016-09-01,2016,9,Education,26920
2016-10-01,2016,10,Education,41090
2016-11-01,2016,11,Education,23220
2016-12-01,2016,12,Education,27030
2017-01-01,2017,1,Education,58920
2017-02-01,2017,2,Education,120330
2017-03-01,2017,3,Education,41180
2017-04-01,2017,4,Education,34890
2017-05-01,2017,5,Education,21630
2017-06-01,2017,6,Education,28790
2017-07-01,2017,7,Education,107400
2017-08-01,2017,8,Education,35080
2017-09-01,2017,9,Education,27660
2017-10-01,2017,10,Education,36520
2017-11-01,2017,11,Education,23840
2017-12-01,2017,12,Education,23820
2018-01-01,2018,1,Education,68400
2018-02-01,2018,2,Education,111350
2018-03-01,2018,3,Education,49290
2018-04-01,2018,4,Education,38890
2018-05-01,2018,5,Education,23610
2018-06-01,2018,6,Education,31790
2018-07-01,2018,7,Education,118840
2018-08-01,2018,8,Education,38520
2018-09-01,2018,9,Education,31580
2018-10-01,2018,10,Education,36100
2018-11-01,2018,11,Education,26370
2018-12-01,2018,12,Education,25810
2019-01-01,2019,1,Education,65240
2019-02-01,2019,2,Education,121260
2019-03-01,2019,3,Education,52260
2019-04-01,2019,4,Education,32900
2019-05-01,2019,5,Education,28090
2019-06-01,2019,6,Education,35040
2019-07-01,2019,7,Education,108020
2019-08-01,2019,8,Education,48400
2019-09-01,2019,9,Education,34860
2019-10-01,2019,10,Education,40030
2019-11-01,2019,11,Education,27160
2019-12-01,2019,12,Education,27160
2020-01-01,2020,1,Education,66180
2020-02-01,2020,2,Education,72520
2020-03-01,2020,3,Education,40680
2020-04-01,2020,4,Education,30
2020-05-01,2020,5,Education,60
2020-06-01,2020,6,Education,90
2020-07-01,2020,7,Education,100
2020-08-01,2020,8,Education,70
2020-09-01,2020,9,Education,100
2020-10-01,2020,10,Education,140
2020-11-01,2020,11,Education,90
2020-12-01,2020,12,Education,200
2021-01-01,2021,1,Education,450
2021-02-01,2021,2,Education,440
2021-03-01,2021,3,Education,220
2021-04-01,2021,4,Education,210
2021-05-01,2021,5,Education,340
2021-06-01,2021,6,Education,320
2021-07-01,2021,7,Education,490
2021-08-01,2021,8,Education,140
2021-09-01,2021,9,Education,60
2021-10-01,2021,10,Education,80
2021-11-01,2021,11,Education,240
2021-12-01,2021,12,Education,5410
2022-01-01,2022,1,Education,8810
2022-02-01,2022,2,Education,18390
2022-03-01,2022,3,Education,11190
2022-04-01,2022,4,Education,9510
2022-05-01,2022,5,Education,11700
2022-06-01,2022,6,Education,13900
2022-07-01,2022,7,Education,36760
2022-08-01,2022,8,Education,20940
2022-09-01,2022,9,Education,18860
2022-10-01,2022,10,Education,16290
2022-11-01,2022,11,Education,16730
2022-12-01,2022,12,Education,16800
2023-01-01,2023,1,Education,30920
2023-02-01,2023,2,Education,74340
2023-03-01,2023,3,Education,28520
2023-04-01,2023,4,Education,25220
2023-05-01,2023,5,Education,24460
2023-06-01,2023,6,Education,24920
2023-07-01,2023,7,Education,75610
2023-08-01,2023,8,Education,33650
2023-09-01,2023,9,Education,28290
2023-10-01,2023,10,Education,24500
2023-11-01,2023,11,Education,21720
2023-12-01,2023,12,Education,23090
2024-01-01,2024,1,Education,50770
2024-02-01,2024,2,Education,101120
2024-03-01,2024,3,Education,30810
2024-04-01,2024,4,Education,31800
2024-05-01,2024,5,Education,26400
2024-06-01,2024,6,Education,25940
2024-07-01,2024,7,Education,84140
2024-08-01,2024,8,Education,35970
2024-09-01,2024,9,Education,31350
2024-10-01,2024,10,Education,27730
2024-11-01,2024,11,Education,21640
2024-12-01,2024,12,Education,24560
2025-01-01,2025,1,Education,51110
2025-02-01,2025,2,Education,119230
2025-03-01,2025,3,Education,40070
2025-04-01,2025,4,Education,31140
2025-05-01,2025,5,Education,28750
2025-06-01,2025,6,Education,30740
2025-07-01,2025,7,Education,87070
2025-08-01,2025,8,Education,46560
2025-09-01,2025,9,Education,34590
2025-10-01,2025,10,Education,35450
2025-11-01,2025,11,Education,28500
2025-12-01,2025,12,Education,26930
2026-01-01,2026,1,Education,57250
2026-02-01,2026,2,Education,113010
1991-01-01,1991,1,Other & not stated,11900
1991-02-01,1991,2,Other & not stated,11690
1991-03-01,1991,3,Other & not stated,11510
1991-04-01,1991,4,Other & not stated,7520
1991-05-01,1991,5,Other & not stated,8630
1991-06-01,1991,6,Other & not stated,6670
1991-07-01,1991,7,Other & not stated,8560
1991-08-01,1991,8,Other & not stated,9330
1991-09-01,1991,9,Other & not stated,8040
1991-10-01,1991,10,Other & not stated,8810
1991-11-01,1991,11,Other & not stated,9770
1991-12-01,1991,12,Other & not stated,9500
1992-01-01,1992,1,Other & not stated,10740
1992-02-01,1992,2,Other & not stated,10050
1992-03-01,1992,3,Other & not stated,10170
1992-04-01,1992,4,Other & not stated,10740
1992-05-01,1992,5,Other & not stated,10730
1992-06-01,1992,6,Other & not stated,10540
1992-07-01,1992,7,Other & not stated,14170
1992-08-01,1992,8,Other & not stated,13960
1992-09-01,1992,9,Other & not stated,11580
1992-10-01,1992,10,Other & not stated,13110
1992-11-01,1992,11,Other & not stated,13250
1992-12-01,1992,12,Other & not stated,15620
1993-01-01,1993,1,Other & not stated,15600
1993-02-01,1993,2,Other & not stated,15660
1993-03-01,1993,3,Other & not stated,15210
1993-04-01,1993,4,Other & not stated,13830
1993-05-01,1993,5,Other & not stated,12770
1993-06-01,1993,6,Other & not stated,13080
1993-07-01,1993,7,Other & not stated,14760
1993-08-01,1993,8,Other & not stated,15220
1993-09-01,1993,9,Other & not stated,14920
1993-10-01,1993,10,Other & not stated,9740
1993-11-01,1993,11,Other & not stated,11340
1993-12-01,1993,12,Other & not stated,12090
1994-01-01,1994,1,Other & not stated,11710
1994-02-01,1994,2,Other & not stated,11290
1994-03-01,1994,3,Other & not stated,12350
1994-04-01,1994,4,Other & not stated,10530
1994-05-01,1994,5,Other & not stated,9020
1994-06-01,1994,6,Other & not stated,9030
1994-07-01,1994,7,Other & not stated,11390
1994-08-01,1994,8,Other & not stated,11370
1994-09-01,1994,9,Other & not stated,16040
1994-10-01,1994,10,Other & not stated,16690
1994-11-01,1994,11,Other & not stated,15690
1994-12-01,1994,12,Other & not stated,15370
1995-01-01,1995,1,Other & not stated,20830
1995-02-01,1995,2,Other & not stated,18620
1995-03-01,1995,3,Other & not stated,16030
1995-04-01,1995,4,Other & not stated,14820
1995-05-01,1995,5,Other & not stated,13940
1995-06-01,1995,6,Other & not stated,16460
1995-07-01,1995,7,Other & not stated,17920
1995-08-01,1995,8,Other & not stated,14940
1995-09-01,1995,9,Other & not stated,15700
1995-10-01,1995,10,Other & not stated,16190
1995-11-01,1995,11,Other & not stated,15500
1995-12-01,1995,12,Other & not stated,17030
1996-01-01,1996,1,Other & not stated,18360
1996-02-01,1996,2,Other & not stated,17170
1996-03-01,1996,3,Other & not stated,16570
1996-04-01,1996,4,Other & not stated,16060
1996-05-01,1996,5,Other & not stated,13510
1996-06-01,1996,6,Other & not stated,17320
1996-07-01,1996,7,Other & not stated,20250
1996-08-01,1996,8,Other & not stated,17850
1996-09-01,1996,9,Other & not stated,16010
1996-10-01,1996,10,Other & not stated,18140
1996-11-01,1996,11,Other & not stated,16800
1996-12-01,1996,12,Other & not stated,17570
1997-01-01,1997,1,Other & not stated,20560
1997-02-01,1997,2,Other & not stated,19060
1997-03-01,1997,3,Other & not stated,19380
1997-04-01,1997,4,Other & not stated,19760
1997-05-01,1997,5,Other & not stated,18820
1997-06-01,1997,6,Other & not stated,17920
1997-07-01,1997,7,Other & not stated,24500
1997-08-01,1997,8,Other & not stated,19400
1997-09-01,1997,9,Other & not stated,21940
1997-10-01,1997,10,Other & not stated,22330
1997-11-01,1997,11,Other & not stated,21870
1997-12-01,1997,12,Other & not stated,19420
1998-01-01,1998,1,Other & not stated,25340
1998-02-01,1998,2,Other & not stated,18810
1998-03-01,1998,3,Other & not stated,19470
1998-04-01,1998,4,Other & not stated,19340
1998-05-01,1998,5,Other & not stated,16510
1998-06-01,1998,6,Other & not stated,20670
1998-07-01,1998,7,Other & not stated,53870
1998-08-01,1998,8,Other & not stated,51160
1998-09-01,1998,9,Other & not stated,93440
1998-10-01,1998,10,Other & not stated,28080
1998-11-01,1998,11,Other & not stated,24780
1998-12-01,1998,12,Other & not stated,31970
1999-01-01,1999,1,Other & not stated,31210
1999-02-01,1999,2,Other & not stated,26710
1999-03-01,1999,3,Other & not stated,26050
1999-04-01,1999,4,Other & not stated,25770
1999-05-01,1999,5,Other & not stated,24890
1999-06-01,1999,6,Other & not stated,26910
1999-07-01,1999,7,Other & not stated,35140
1999-08-01,1999,8,Other & not stated,28320
1999-09-01,1999,9,Other & not stated,28970
1999-10-01,1999,10,Other & not stated,33940
1999-11-01,1999,11,Other & not stated,30770
1999-12-01,1999,12,Other & not stated,28320
2000-01-01,2000,1,Other & not stated,35590
2000-02-01,2000,2,Other & not stated,31990
2000-03-01,2000,3,Other & not stated,31700
2000-04-01,2000,4,Other & not stated,33030
2000-05-01,2000,5,Other & not stated,26910
2000-06-01,2000,6,Other & not stated,29830
2000-07-01,2000,7,Other & not stated,43300
2000-08-01,2000,8,Other & not stated,34930
2000-09-01,2000,9,Other & not stated,64380
2000-10-01,2000,10,Other & not stated,40180
2000-11-01,2000,11,Other & not stated,36500
2000-12-01,2000,12,Other & not stated,36810
2001-01-01,2001,1,Other & not stated,38900
2001-02-01,2001,2,Other & not stated,33590
2001-03-01,2001,3,Other & not stated,32340
2001-04-01,2001,4,Other & not stated,31620
2001-05-01,2001,5,Other & not stated,29310
2001-06-01,2001,6,Other & not stated,31840
2001-07-01,2001,7,Other & not stated,65510
2001-08-01,2001,8,Other & not stated,66400
2001-09-01,2001,9,Other & not stated,63490
2001-10-01,2001,10,Other & not stated,65290
2001-11-01,2001,11,Other & not stated,54330
2001-12-01,2001,12,Other & not stated,79950
2002-01-01,2002,1,Other & not stated,68000
2002-02-01,2002,2,Other & not stated,72210
2002-03-01,2002,3,Other & not stated,70490
2002-04-01,2002,4,Other & not stated,41270
2002-05-01,2002,5,Other & not stated,55030
2002-06-01,2002,6,Other & not stated,60440
2002-07-01,2002,7,Other & not stated,72490
2002-08-01,2002,8,Other & not stated,68400
2002-09-01,2002,9,Other & not stated,66530
2002-10-01,2002,10,Other & not stated,48580
2002-11-01,2002,11,Other & not stated,45730
2002-12-01,2002,12,Other & not stated,49810
2003-01-01,2003,1,Other & not stated,47860
2003-02-01,2003,2,Other & not stated,43390
2003-03-01,2003,3,Other & not stated,44510
2003-04-01,2003,4,Other & not stated,35240
2003-05-01,2003,5,Other & not stated,27980
2003-06-01,2003,6,Other & not stated,33190
2003-07-01,2003,7,Other & not stated,42340
2003-08-01,2003,8,Other & not stated,32380
2003-09-01,2003,9,Other & not stated,36270
2003-10-01,2003,10,Other & not stated,42230
2003-11-01,2003,11,Other & not stated,42250
2003-12-01,2003,12,Other & not stated,45910
2004-01-01,2004,1,Other & not stated,43050
2004-02-01,2004,2,Other & not stated,40420
2004-03-01,2004,3,Other & not stated,38570
2004-04-01,2004,4,Other & not stated,39800
2004-05-01,2004,5,Other & not stated,33740
2004-06-01,2004,6,Other & not stated,36500
2004-07-01,2004,7,Other & not stated,21810
2004-08-01,2004,8,Other & not stated,13530
2004-09-01,2004,9,Other & not stated,15150
2004-10-01,2004,10,Other & not stated,18610
2004-11-01,2004,11,Other & not stated,17590
2004-12-01,2004,12,Other & not stated,15020
2005-01-01,2005,1,Other & not stated,22640
2005-02-01,2005,2,Other & not stated,14910
2005-03-01,2005,3,Other & not stated,17180
2005-04-01,2005,4,Other & not stated,16890
2005-05-01,2005,5,Other & not stated,16410
2005-06-01,2005,6,Other & not stated,16980
2005-07-01,2005,7,Other & not stated,23320
2005-08-01,2005,8,Other & not stated,16530
2005-09-01,2005,9,Other & not stated,18120
2005-10-01,2005,10,Other & not stated,19150
2005-11-01,2005,11,Other & not stated,20100
2005-12-01,2005,12,Other & not stated,14420
2006-01-01,2006,1,Other & not stated,19820
2006-02-01,2006,2,Other & not stated,19250
2006-03-01,2006,3,Other & not stated,24760
2006-04-01,2006,4,Other & not stated,15680
2006-05-01,2006,5,Other & not stated,15160
2006-06-01,2006,6,Other & not stated,17660
2006-07-01,2006,7,Other & not stated,21000
2006-08-01,2006,8,Other & not stated,15600
2006-09-01,2006,9,Other & not stated,17650
2006-10-01,2006,10,Other & not stated,18480
2006-11-01,2006,11,Other & not stated,19320
2006-12-01,2006,12,Other & not stated,14860
2007-01-01,2007,1,Other & not stated,21370
2007-02-01,2007,2,Other & not stated,18170
2007-03-01,2007,3,Other & not stated,26420
2007-04-01,2007,4,Other & not stated,17590
2007-05-01,2007,5,Other & not stated,17510
2007-06-01,2007,6,Other & not stated,18290
2007-07-01,2007,7,Other & not stated,21160
2007-08-01,2007,8,Other & not stated,16660
2007-09-01,2007,9,Other & not stated,18390
2007-10-01,2007,10,Other & not stated,20680
2007-11-01,2007,11,Other & not stated,19900
2007-12-01,2007,12,Other & not stated,16170
2008-01-01,2008,1,Other & not stated,20690
2008-02-01,2008,2,Other & not stated,20920
2008-03-01,2008,3,Other & not stated,18930
2008-04-01,2008,4,Other & not stated,18420
2008-05-01,2008,5,Other & not stated,17810
2008-06-01,2008,6,Other & not stated,19250
2008-07-01,2008,7,Other & not stated,54620
2008-08-01,2008,8,Other & not stated,18950
2008-09-01,2008,9,Other & not stated,17030
2008-10-01,2008,10,Other & not stated,20730
2008-11-01,2008,11,Other & not stated,19690
2008-12-01,2008,12,Other & not stated,16530
2009-01-01,2009,1,Other & not stated,21760
2009-02-01,2009,2,Other & not stated,21310
2009-03-01,2009,3,Other & not stated,19200
2009-04-01,2009,4,Other & not stated,18660
2009-05-01,2009,5,Other & not stated,17010
2009-06-01,2009,6,Other & not stated,17250
2009-07-01,2009,7,Other & not stated,22880
2009-08-01,2009,8,Other & not stated,20110
2009-09-01,2009,9,Other & not stated,20980
2009-10-01,2009,10,Other & not stated,23670
2009-11-01,2009,11,Other & not stated,20110
2009-12-01,2009,12,Other & not stated,19180
2010-01-01,2010,1,Other & not stated,22230
2010-02-01,2010,2,Other & not stated,21380
2010-03-01,2010,3,Other & not stated,22060
2010-04-01,2010,4,Other & not stated,19380
2010-05-01,2010,5,Other & not stated,17830
2010-06-01,2010,6,Other & not stated,17940
2010-07-01,2010,7,Other & not stated,22690
2010-08-01,2010,8,Other & not stated,19150
2010-09-01,2010,9,Other & not stated,22000
2010-10-01,2010,10,Other & not stated,23980
2010-11-01,2010,11,Other & not stated,23210
2010-12-01,2010,12,Other & not stated,19810
2011-01-01,2011,1,Other & not stated,24520
2011-02-01,2011,2,Other & not stated,25170
2011-03-01,2011,3,Other & not stated,26080
2011-04-01,2011,4,Other & not stated,19690
2011-05-01,2011,5,Other & not stated,19570
2011-06-01,2011,6,Other & not stated,21340
2011-07-01,2011,7,Other & not stated,24560
2011-08-01,2011,8,Other & not stated,21150
2011-09-01,2011,9,Other & not stated,24100
2011-10-01,2011,10,Other & not stated,25810
2011-11-01,2011,11,Other & not stated,23600
2011-12-01,2011,12,Other & not stated,19750
2012-01-01,2012,1,Other & not stated,23030
2012-02-01,2012,2,Other & not stated,23250
2012-03-01,2012,3,Other & not stated,22020
2012-04-01,2012,4,Other & not stated,24250
2012-05-01,2012,5,Other & not stated,19740
2012-06-01,2012,6,Other & not stated,20480
2012-07-01,2012,7,Other & not stated,25470
2012-08-01,2012,8,Other & not stated,20140
2012-09-01,2012,9,Other & not stated,25020
2012-10-01,2012,10,Other & not stated,26340
2012-11-01,2012,11,Other & not stated,26280
2012-12-01,2012,12,Other & not stated,20180
2013-01-01,2013,1,Other & not stated,28810
2013-02-01,2013,2,Other & not stated,24890
2013-03-01,2013,3,Other & not stated,24310
2013-04-01,2013,4,Other & not stated,21820
2013-05-01,2013,5,Other & not stated,22300
2013-06-01,2013,6,Other & not stated,20250
2013-07-01,2013,7,Other & not stated,26310
2013-08-01,2013,8,Other & not stated,21040
2013-09-01,2013,9,Other & not stated,23820
2013-10-01,2013,10,Other & not stated,24530
2013-11-01,2013,11,Other & not stated,25420
2013-12-01,2013,12,Other & not stated,19960
2014-01-01,2014,1,Other & not stated,24960
2014-02-01,2014,2,Other & not stated,26950
2014-03-01,2014,3,Other & not stated,23650
2014-04-01,2014,4,Other & not stated,20670
2014-05-01,2014,5,Other & not stated,22050
2014-06-01,2014,6,Other & not stated,19420
2014-07-01,2014,7,Other & not stated,22480
2014-08-01,2014,8,Other & not stated,23540
2014-09-01,2014,9,Other & not stated,22830
2014-10-01,2014,10,Other & not stated,31850
2014-11-01,2014,11,Other & not stated,29550
2014-12-01,2014,12,Other & not stated,26230
2015-01-01,2015,1,Other & not stated,29740
2015-02-01,2015,2,Other & not stated,26720
2015-03-01,2015,3,Other & not stated,30210
2015-04-01,2015,4,Other & not stated,24150
2015-05-01,2015,5,Other & not stated,23380
2015-06-01,2015,6,Other & not stated,23430
2015-07-01,2015,7,Other & not stated,29110
2015-08-01,2015,8,Other & not stated,22390
2015-09-01,2015,9,Other & not stated,22650
2015-10-01,2015,10,Other & not stated,26790
2015-11-01,2015,11,Other & not stated,23770
2015-12-01,2015,12,Other & not stated,21600
2016-01-01,2016,1,Other & not stated,30360
2016-02-01,2016,2,Other & not stated,28540
2016-03-01,2016,3,Other & not stated,24760
2016-04-01,2016,4,Other & not stated,29370
2016-05-01,2016,5,Other & not stated,29540
2016-06-01,2016,6,Other & not stated,22960
2016-07-01,2016,7,Other & not stated,30160
2016-08-01,2016,8,Other & not stated,27190
2016-09-01,2016,9,Other & not stated,27170
2016-10-01,2016,10,Other & not stated,37350
2016-11-01,2016,11,Other & not stated,26840
2016-12-01,2016,12,Other & not stated,26230
2017-01-01,2017,1,Other & not stated,25570
2017-02-01,2017,2,Other & not stated,26440
2017-03-01,2017,3,Other & not stated,25640
2017-04-01,2017,4,Other & not stated,23790
2017-05-01,2017,5,Other & not stated,21170
2017-06-01,2017,6,Other & not stated,21230
2017-07-01,2017,7,Other & not stated,27920
2017-08-01,2017,8,Other & not stated,23410
2017-09-01,2017,9,Other & not stated,24890
2017-10-01,2017,10,Other & not stated,25390
2017-11-01,2017,11,Other & not stated,24140
2017-12-01,2017,12,Other & not stated,18090
2018-01-01,2018,1,Other & not stated,25420
2018-02-01,2018,2,Other & not stated,25400
2018-03-01,2018,3,Other & not stated,29400
2018-04-01,2018,4,Other & not stated,26520
2018-05-01,2018,5,Other & not stated,21120
2018-06-01,2018,6,Other & not stated,19740
2018-07-01,2018,7,Other & not stated,25800
2018-08-01,2018,8,Other & not stated,22490
2018-09-01,2018,9,Other & not stated,25690
2018-10-01,2018,10,Other & not stated,28720
2018-11-01,2018,11,Other & not stated,31440
2018-12-01,2018,12,Other & not stated,28530
2019-01-01,2019,1,Other & not stated,27560
2019-02-01,2019,2,Other & not stated,26790
2019-03-01,2019,3,Other & not stated,27750
2019-04-01,2019,4,Other & not stated,22640
2019-05-01,2019,5,Other & not stated,21890
2019-06-01,2019,6,Other & not stated,20960
2019-07-01,2019,7,Other & not stated,26500
2019-08-01,2019,8,Other & not stated,25400
2019-09-01,2019,9,Other & not stated,25470
2019-10-01,2019,10,Other & not stated,30530
2019-11-01,2019,11,Other & not stated,26020
2019-12-01,2019,12,Other & not stated,21210
2020-01-01,2020,1,Other & not stated,29950
2020-02-01,2020,2,Other & not stated,24660
2020-03-01,2020,3,Other & not stated,14490
2020-04-01,2020,4,Other & not stated,950
2020-05-01,2020,5,Other & not stated,1410
2020-06-01,2020,6,Other & not stated,2080
2020-07-01,2020,7,Other & not stated,1000
2020-08-01,2020,8,Other & not stated,910
2020-09-01,2020,9,Other & not stated,860
2020-10-01,2020,10,Other & not stated,1280
2020-11-01,2020,11,Other & not stated,1240
2020-12-01,2020,12,Other & not stated,1120
2021-01-01,2021,1,Other & not stated,1680
2021-02-01,2021,2,Other & not stated,1110
2021-03-01,2021,3,Other & not stated,1260
2021-04-01,2021,4,Other & not stated,1530
2021-05-01,2021,5,Other & not stated,1980
2021-06-01,2021,6,Other & not stated,2760
2021-07-01,2021,7,Other & not stated,1530
2021-08-01,2021,8,Other & not stated,1890
2021-09-01,2021,9,Other & not stated,1410
2021-10-01,2021,10,Other & not stated,960
2021-11-01,2021,11,Other & not stated,2030
2021-12-01,2021,12,Other & not stated,4710
2022-01-01,2022,1,Other & not stated,4070
2022-02-01,2022,2,Other & not stated,4690
2022-03-01,2022,3,Other & not stated,6450
2022-04-01,2022,4,Other & not stated,8070
2022-05-01,2022,5,Other & not stated,8370
2022-06-01,2022,6,Other & not stated,9340
2022-07-01,2022,7,Other & not stated,10890
2022-08-01,2022,8,Other & not stated,13440
2022-09-01,2022,9,Other & not stated,16270
2022-10-01,2022,10,Other & not stated,16690
2022-11-01,2022,11,Other & not stated,18940
2022-12-01,2022,12,Other & not stated,16010
2023-01-01,2023,1,Other & not stated,17480
2023-02-01,2023,2,Other & not stated,23400
2023-03-01,2023,3,Other & not stated,21840
2023-04-01,2023,4,Other & not stated,19460
2023-05-01,2023,5,Other & not stated,17970
2023-06-01,2023,6,Other & not stated,19840
2023-07-01,2023,7,Other & not stated,28390
2023-08-01,2023,8,Other & not stated,22010
2023-09-01,2023,9,Other & not stated,25740
2023-10-01,2023,10,Other & not stated,27410
2023-11-01,2023,11,Other & not stated,28290
2023-12-01,2023,12,Other & not stated,31710
2024-01-01,2024,1,Other & not stated,28410
2024-02-01,2024,2,Other & not stated,29910
2024-03-01,2024,3,Other & not stated,27920
2024-04-01,2024,4,Other & not stated,25050
2024-05-01,2024,5,Other & not stated,24680
2024-06-01,2024,6,Other & not stated,21250
2024-07-01,2024,7,Other & not stated,23380
2024-08-01,2024,8,Other & not stated,26320
2024-09-01,2024,9,Other & not stated,25510
2024-10-01,2024,10,Other & not stated,28490
2024-11-01,2024,11,Other & not stated,27090
2024-12-01,2024,12,Other & not stated,21640
2025-01-01,2025,1,Other & not stated,26140
2025-02-01,2025,2,Other & not stated,27650
2025-03-01,2025,3,Other & not stated,27610
2025-04-01,2025,4,Other & not stated,20830
2025-05-01,2025,5,Other & not stated,23730
2025-06-01,2025,6,Other & not stated,22220
2025-07-01,2025,7,Other & not stated,26520
2025-08-01,2025,8,Other & not stated,27640
2025-09-01,2025,9,Other & not stated,30040
2025-10-01,2025,10,Other & not stated,30850
2025-11-01,2025,11,Other & not stated,30030
2025-12-01,2025,12,Other & not stated,25360
2026-01-01,2026,1,Other & not stated,29360
2026-02-01,2026,2,Other & not stated,28560
1991-01-01,1991,1,Total (Reason for Journey),177410
1991-02-01,1991,2,Total (Reason for Journey),190570
1991-03-01,1991,3,Total (Reason for Journey),189180
1991-04-01,1991,4,Total (Reason for Journey),168000
1991-05-01,1991,5,Total (Reason for Journey),161400
1991-06-01,1991,6,Total (Reason for Journey),172230
1991-07-01,1991,7,Total (Reason for Journey),208310
1991-08-01,1991,8,Total (Reason for Journey),199310
1991-09-01,1991,9,Total (Reason for Journey),197360
1991-10-01,1991,10,Total (Reason for Journey),215970
1991-11-01,1991,11,Total (Reason for Journey),223860
1991-12-01,1991,12,Total (Reason for Journey),266750
1992-01-01,1992,1,Total (Reason for Journey),196090
1992-02-01,1992,2,Total (Reason for Journey),238250
1992-03-01,1992,3,Total (Reason for Journey),217800
1992-04-01,1992,4,Total (Reason for Journey),203830
1992-05-01,1992,5,Total (Reason for Journey),175220
1992-06-01,1992,6,Total (Reason for Journey),176940
1992-07-01,1992,7,Total (Reason for Journey),219260
1992-08-01,1992,8,Total (Reason for Journey),199080
1992-09-01,1992,9,Total (Reason for Journey),190020
1992-10-01,1992,10,Total (Reason for Journey),229320
