date,year,month,country,iso3,arrivals
2012-06-01,2012,6,Thailand,THA,4920
2012-07-01,2012,7,Thailand,THA,5190
2012-08-01,2012,8,Thailand,THA,5380
2012-09-01,2012,9,Thailand,THA,6900
2012-10-01,2012,10,Thailand,THA,7030
2012-11-01,2012,11,Thailand,THA,4910
2012-12-01,2012,12,Thailand,THA,6440
2013-01-01,2013,1,Thailand,THA,3760
2013-02-01,2013,2,Thailand,THA,4720
2013-03-01,2013,3,Thailand,THA,6850
2013-04-01,2013,4,Thailand,THA,11300
2013-05-01,2013,5,Thailand,THA,6790
2013-06-01,2013,6,Thailand,THA,5110
2013-07-01,2013,7,Thailand,THA,6670
2013-08-01,2013,8,Thailand,THA,6440
2013-09-01,2013,9,Thailand,THA,5950
2013-10-01,2013,10,Thailand,THA,7990
2013-11-01,2013,11,Thailand,THA,5520
2013-12-01,2013,12,Thailand,THA,7490
2014-01-01,2014,1,Thailand,THA,4210
2014-02-01,2014,2,Thailand,THA,5400
2014-03-01,2014,3,Thailand,THA,6860
2014-04-01,2014,4,Thailand,THA,9870
2014-05-01,2014,5,Thailand,THA,7300
2014-06-01,2014,6,Thailand,THA,5310
2014-07-01,2014,7,Thailand,THA,6250
2014-08-01,2014,8,Thailand,THA,6130
2014-09-01,2014,9,Thailand,THA,5070
2014-10-01,2014,10,Thailand,THA,7550
2014-11-01,2014,11,Thailand,THA,5420
2014-12-01,2014,12,Thailand,THA,7410
2015-01-01,2015,1,Thailand,THA,4290
2015-02-01,2015,2,Thailand,THA,5590
2015-03-01,2015,3,Thailand,THA,6250
2015-04-01,2015,4,Thailand,THA,10450
2015-05-01,2015,5,Thailand,THA,6520
2015-06-01,2015,6,Thailand,THA,5040
2015-07-01,2015,7,Thailand,THA,6600
2015-08-01,2015,8,Thailand,THA,6220
2015-09-01,2015,9,Thailand,THA,5960
2015-10-01,2015,10,Thailand,THA,6970
2015-11-01,2015,11,Thailand,THA,5860
2015-12-01,2015,12,Thailand,THA,8360
2016-01-01,2016,1,Thailand,THA,4420
2016-02-01,2016,2,Thailand,THA,5660
2016-03-01,2016,3,Thailand,THA,7570
2016-04-01,2016,4,Thailand,THA,13240
2016-05-01,2016,5,Thailand,THA,7930
2016-06-01,2016,6,Thailand,THA,6570
2016-07-01,2016,7,Thailand,THA,8230
2016-08-01,2016,8,Thailand,THA,6750
2016-09-01,2016,9,Thailand,THA,6700
2016-10-01,2016,10,Thailand,THA,8520
2016-11-01,2016,11,Thailand,THA,6570
2016-12-01,2016,12,Thailand,THA,9560
2017-01-01,2017,1,Thailand,THA,4680
2017-02-01,2017,2,Thailand,THA,7800
2017-03-01,2017,3,Thailand,THA,7440
2017-04-01,2017,4,Thailand,THA,14140
2017-05-01,2017,5,Thailand,THA,7680
2017-06-01,2017,6,Thailand,THA,6850
2017-07-01,2017,7,Thailand,THA,8460
2017-08-01,2017,8,Thailand,THA,7380
2017-09-01,2017,9,Thailand,THA,8420
2017-10-01,2017,10,Thailand,THA,8790
2017-11-01,2017,11,Thailand,THA,6640
2017-12-01,2017,12,Thailand,THA,9590
2018-01-01,2018,1,Thailand,THA,5500
2018-02-01,2018,2,Thailand,THA,6090
2018-03-01,2018,3,Thailand,THA,8450
2018-04-01,2018,4,Thailand,THA,13810
2018-05-01,2018,5,Thailand,THA,8680
2018-06-01,2018,6,Thailand,THA,7360
2018-07-01,2018,7,Thailand,THA,8840
2018-08-01,2018,8,Thailand,THA,7650
2018-09-01,2018,9,Thailand,THA,6640
2018-10-01,2018,10,Thailand,THA,9670
2018-11-01,2018,11,Thailand,THA,6600
2018-12-01,2018,12,Thailand,THA,10120
2019-01-01,2019,1,Thailand,THA,5050
2019-02-01,2019,2,Thailand,THA,6510
2019-03-01,2019,3,Thailand,THA,8380
2019-04-01,2019,4,Thailand,THA,13280
2019-05-01,2019,5,Thailand,THA,8610
2019-06-01,2019,6,Thailand,THA,6930
2019-07-01,2019,7,Thailand,THA,8770
2019-08-01,2019,8,Thailand,THA,9710
2019-09-01,2019,9,Thailand,THA,7490
2019-10-01,2019,10,Thailand,THA,9930
2019-11-01,2019,11,Thailand,THA,7290
2019-12-01,2019,12,Thailand,THA,10750
2020-01-01,2020,1,Thailand,THA,5070
2020-02-01,2020,2,Thailand,THA,6320
2020-03-01,2020,3,Thailand,THA,3330
2020-04-01,2020,4,Thailand,THA,30
2020-05-01,2020,5,Thailand,THA,50
2020-06-01,2020,6,Thailand,THA,60
2020-07-01,2020,7,Thailand,THA,30
2020-08-01,2020,8,Thailand,THA,30
2020-09-01,2020,9,Thailand,THA,30
2020-10-01,2020,10,Thailand,THA,40
2020-11-01,2020,11,Thailand,THA,50
2020-12-01,2020,12,Thailand,THA,60
2021-01-01,2021,1,Thailand,THA,30
2021-02-01,2021,2,Thailand,THA,60
2021-03-01,2021,3,Thailand,THA,80
2021-04-01,2021,4,Thailand,THA,70
2021-05-01,2021,5,Thailand,THA,80
2021-06-01,2021,6,Thailand,THA,90
2021-07-01,2021,7,Thailand,THA,60
2021-08-01,2021,8,Thailand,THA,50
2021-09-01,2021,9,Thailand,THA,30
2021-10-01,2021,10,Thailand,THA,20
2021-11-01,2021,11,Thailand,THA,140
2021-12-01,2021,12,Thailand,THA,680
2022-01-01,2022,1,Thailand,THA,770
2022-02-01,2022,2,Thailand,THA,1230
2022-03-01,2022,3,Thailand,THA,2350
2022-04-01,2022,4,Thailand,THA,4190
2022-05-01,2022,5,Thailand,THA,4080
2022-06-01,2022,6,Thailand,THA,3820
2022-07-01,2022,7,Thailand,THA,4420
2022-08-01,2022,8,Thailand,THA,5450
2022-09-01,2022,9,Thailand,THA,5240
2022-10-01,2022,10,Thailand,THA,6510
2022-11-01,2022,11,Thailand,THA,6600
2022-12-01,2022,12,Thailand,THA,8000
2023-01-01,2023,1,Thailand,THA,3920
2023-02-01,2023,2,Thailand,THA,6860
2023-03-01,2023,3,Thailand,THA,9010
2023-04-01,2023,4,Thailand,THA,12680
2023-05-01,2023,5,Thailand,THA,9140
2023-06-01,2023,6,Thailand,THA,8610
2023-07-01,2023,7,Thailand,THA,9520
2023-08-01,2023,8,Thailand,THA,8190
2023-09-01,2023,9,Thailand,THA,6420
2023-10-01,2023,10,Thailand,THA,8040
2023-11-01,2023,11,Thailand,THA,6370
2023-12-01,2023,12,Thailand,THA,7950
2024-01-01,2024,1,Thailand,THA,4560
2024-02-01,2024,2,Thailand,THA,6760
2024-03-01,2024,3,Thailand,THA,8120
2024-04-01,2024,4,Thailand,THA,14470
2024-05-01,2024,5,Thailand,THA,9400
2024-06-01,2024,6,Thailand,THA,6370
2024-07-01,2024,7,Thailand,THA,8810
2024-08-01,2024,8,Thailand,THA,7470
2024-09-01,2024,9,Thailand,THA,6720
2024-10-01,2024,10,Thailand,THA,8910
2024-11-01,2024,11,Thailand,THA,6220
2024-12-01,2024,12,Thailand,THA,8620
2025-01-01,2025,1,Thailand,THA,4510
2025-02-01,2025,2,Thailand,THA,6270
2025-03-01,2025,3,Thailand,THA,8100
2025-04-01,2025,4,Thailand,THA,14120
2025-05-01,2025,5,Thailand,THA,9120
2025-06-01,2025,6,Thailand,THA,6350
2025-07-01,2025,7,Thailand,THA,8960
2025-08-01,2025,8,Thailand,THA,8790
2025-09-01,2025,9,Thailand,THA,6050
2025-10-01,2025,10,Thailand,THA,8190
2025-11-01,2025,11,Thailand,THA,9420
2025-12-01,2025,12,Thailand,THA,8530
2026-01-01,2026,1,Thailand,THA,6860
2026-02-01,2026,2,Thailand,THA,6470
1991-01-01,1991,1,Canada,CAN,4710
1991-02-01,1991,2,Canada,CAN,5190
1991-03-01,1991,3,Canada,CAN,5180
1991-04-01,1991,4,Canada,CAN,2980
1991-05-01,1991,5,Canada,CAN,2810
1991-06-01,1991,6,Canada,CAN,3140
1991-07-01,1991,7,Canada,CAN,5440
1991-08-01,1991,8,Canada,CAN,3340
1991-09-01,1991,9,Canada,CAN,4650
1991-10-01,1991,10,Canada,CAN,5320
1991-11-01,1991,11,Canada,CAN,5500
1991-12-01,1991,12,Canada,CAN,5150
1992-01-01,1992,1,Canada,CAN,3730
1992-02-01,1992,2,Canada,CAN,5710
1992-03-01,1992,3,Canada,CAN,5340
1992-04-01,1992,4,Canada,CAN,3710
1992-05-01,1992,5,Canada,CAN,2620
1992-06-01,1992,6,Canada,CAN,2460
1992-07-01,1992,7,Canada,CAN,4380
1992-08-01,1992,8,Canada,CAN,2570
1992-09-01,1992,9,Canada,CAN,2870
1992-10-01,1992,10,Canada,CAN,4500
1992-11-01,1992,11,Canada,CAN,5480
1992-12-01,1992,12,Canada,CAN,5560
1993-01-01,1993,1,Canada,CAN,4230
1993-02-01,1993,2,Canada,CAN,5910
1993-03-01,1993,3,Canada,CAN,4910
1993-04-01,1993,4,Canada,CAN,3440
1993-05-01,1993,5,Canada,CAN,2990
1993-06-01,1993,6,Canada,CAN,2450
1993-07-01,1993,7,Canada,CAN,3830
1993-08-01,1993,8,Canada,CAN,3020
1993-09-01,1993,9,Canada,CAN,3020
1993-10-01,1993,10,Canada,CAN,5050
1993-11-01,1993,11,Canada,CAN,5460
1993-12-01,1993,12,Canada,CAN,6220
1994-01-01,1994,1,Canada,CAN,5290
1994-02-01,1994,2,Canada,CAN,5410
1994-03-01,1994,3,Canada,CAN,6040
1994-04-01,1994,4,Canada,CAN,3780
1994-05-01,1994,5,Canada,CAN,2720
1994-06-01,1994,6,Canada,CAN,2490
1994-07-01,1994,7,Canada,CAN,4290
1994-08-01,1994,8,Canada,CAN,2970
1994-09-01,1994,9,Canada,CAN,3820
1994-10-01,1994,10,Canada,CAN,5260
1994-11-01,1994,11,Canada,CAN,5740
1994-12-01,1994,12,Canada,CAN,6470
1995-01-01,1995,1,Canada,CAN,5870
1995-02-01,1995,2,Canada,CAN,5550
1995-03-01,1995,3,Canada,CAN,5540
1995-04-01,1995,4,Canada,CAN,3950
1995-05-01,1995,5,Canada,CAN,2770
1995-06-01,1995,6,Canada,CAN,3100
1995-07-01,1995,7,Canada,CAN,5220
1995-08-01,1995,8,Canada,CAN,3600
1995-09-01,1995,9,Canada,CAN,3580
1995-10-01,1995,10,Canada,CAN,6030
1995-11-01,1995,11,Canada,CAN,5860
1995-12-01,1995,12,Canada,CAN,7300
1996-01-01,1996,1,Canada,CAN,6450
1996-02-01,1996,2,Canada,CAN,6740
1996-03-01,1996,3,Canada,CAN,5990
1996-04-01,1996,4,Canada,CAN,4820
1996-05-01,1996,5,Canada,CAN,3010
1996-06-01,1996,6,Canada,CAN,3090
1996-07-01,1996,7,Canada,CAN,4980
1996-08-01,1996,8,Canada,CAN,3250
1996-09-01,1996,9,Canada,CAN,3720
1996-10-01,1996,10,Canada,CAN,5300
1996-11-01,1996,11,Canada,CAN,6300
1996-12-01,1996,12,Canada,CAN,7480
1997-01-01,1997,1,Canada,CAN,6380
1997-02-01,1997,2,Canada,CAN,6810
1997-03-01,1997,3,Canada,CAN,6220
1997-04-01,1997,4,Canada,CAN,4170
1997-05-01,1997,5,Canada,CAN,3280
1997-06-01,1997,6,Canada,CAN,3530
1997-07-01,1997,7,Canada,CAN,5330
1997-08-01,1997,8,Canada,CAN,3820
1997-09-01,1997,9,Canada,CAN,4450
1997-10-01,1997,10,Canada,CAN,5380
1997-11-01,1997,11,Canada,CAN,7380
1997-12-01,1997,12,Canada,CAN,8020
1998-01-01,1998,1,Canada,CAN,7340
1998-02-01,1998,2,Canada,CAN,7060
1998-03-01,1998,3,Canada,CAN,7170
1998-04-01,1998,4,Canada,CAN,5450
1998-05-01,1998,5,Canada,CAN,3530
1998-06-01,1998,6,Canada,CAN,3420
1998-07-01,1998,7,Canada,CAN,5830
1998-08-01,1998,8,Canada,CAN,4380
1998-09-01,1998,9,Canada,CAN,5040
1998-10-01,1998,10,Canada,CAN,6350
1998-11-01,1998,11,Canada,CAN,7310
1998-12-01,1998,12,Canada,CAN,8820
1999-01-01,1999,1,Canada,CAN,8060
1999-02-01,1999,2,Canada,CAN,9340
1999-03-01,1999,3,Canada,CAN,8050
1999-04-01,1999,4,Canada,CAN,4930
1999-05-01,1999,5,Canada,CAN,3890
1999-06-01,1999,6,Canada,CAN,3490
1999-07-01,1999,7,Canada,CAN,5590
1999-08-01,1999,8,Canada,CAN,4550
1999-09-01,1999,9,Canada,CAN,5120
1999-10-01,1999,10,Canada,CAN,7250
1999-11-01,1999,11,Canada,CAN,8410
1999-12-01,1999,12,Canada,CAN,9700
2000-01-01,2000,1,Canada,CAN,8220
2000-02-01,2000,2,Canada,CAN,8600
2000-03-01,2000,3,Canada,CAN,8240
2000-04-01,2000,4,Canada,CAN,5640
2000-05-01,2000,5,Canada,CAN,4410
2000-06-01,2000,6,Canada,CAN,4170
2000-07-01,2000,7,Canada,CAN,6690
2000-08-01,2000,8,Canada,CAN,5430
2000-09-01,2000,9,Canada,CAN,8150
2000-10-01,2000,10,Canada,CAN,8020
2000-11-01,2000,11,Canada,CAN,9560
2000-12-01,2000,12,Canada,CAN,11160
2001-01-01,2001,1,Canada,CAN,9670
2001-02-01,2001,2,Canada,CAN,10580
2001-03-01,2001,3,Canada,CAN,10280
2001-04-01,2001,4,Canada,CAN,6940
2001-05-01,2001,5,Canada,CAN,5480
2001-06-01,2001,6,Canada,CAN,4190
2001-07-01,2001,7,Canada,CAN,6900
2001-08-01,2001,8,Canada,CAN,5270
2001-09-01,2001,9,Canada,CAN,5320
2001-10-01,2001,10,Canada,CAN,7630
2001-11-01,2001,11,Canada,CAN,8600
2001-12-01,2001,12,Canada,CAN,12290
2002-01-01,2002,1,Canada,CAN,11210
2002-02-01,2002,2,Canada,CAN,10860
2002-03-01,2002,3,Canada,CAN,10330
2002-04-01,2002,4,Canada,CAN,5790
2002-05-01,2002,5,Canada,CAN,4800
2002-06-01,2002,6,Canada,CAN,4040
2002-07-01,2002,7,Canada,CAN,6310
2002-08-01,2002,8,Canada,CAN,4610
2002-09-01,2002,9,Canada,CAN,5380
2002-10-01,2002,10,Canada,CAN,8250
2002-11-01,2002,11,Canada,CAN,8910
2002-12-01,2002,12,Canada,CAN,10380
2003-01-01,2003,1,Canada,CAN,10290
2003-02-01,2003,2,Canada,CAN,10220
2003-03-01,2003,3,Canada,CAN,8500
2003-04-01,2003,4,Canada,CAN,5270
2003-05-01,2003,5,Canada,CAN,4350
2003-06-01,2003,6,Canada,CAN,4060
2003-07-01,2003,7,Canada,CAN,6100
2003-08-01,2003,8,Canada,CAN,4950
2003-09-01,2003,9,Canada,CAN,5940
2003-10-01,2003,10,Canada,CAN,8170
2003-11-01,2003,11,Canada,CAN,9400
2003-12-01,2003,12,Canada,CAN,10670
2004-01-01,2004,1,Canada,CAN,10180
2004-02-01,2004,2,Canada,CAN,11630
2004-03-01,2004,3,Canada,CAN,9290
2004-04-01,2004,4,Canada,CAN,6120
2004-05-01,2004,5,Canada,CAN,5540
2004-06-01,2004,6,Canada,CAN,4880
2004-07-01,2004,7,Canada,CAN,8070
2004-08-01,2004,8,Canada,CAN,6200
2004-09-01,2004,9,Canada,CAN,6080
2004-10-01,2004,10,Canada,CAN,8100
2004-11-01,2004,11,Canada,CAN,10520
2004-12-01,2004,12,Canada,CAN,13560
2005-01-01,2005,1,Canada,CAN,13310
2005-02-01,2005,2,Canada,CAN,11600
2005-03-01,2005,3,Canada,CAN,11290
2005-04-01,2005,4,Canada,CAN,7330
2005-05-01,2005,5,Canada,CAN,5990
2005-06-01,2005,6,Canada,CAN,4930
2005-07-01,2005,7,Canada,CAN,7410
2005-08-01,2005,8,Canada,CAN,6680
2005-09-01,2005,9,Canada,CAN,6830
2005-10-01,2005,10,Canada,CAN,8030
2005-11-01,2005,11,Canada,CAN,9920
2005-12-01,2005,12,Canada,CAN,13410
2006-01-01,2006,1,Canada,CAN,13650
2006-02-01,2006,2,Canada,CAN,13140
2006-03-01,2006,3,Canada,CAN,12590
2006-04-01,2006,4,Canada,CAN,8180
2006-05-01,2006,5,Canada,CAN,6730
2006-06-01,2006,6,Canada,CAN,5510
2006-07-01,2006,7,Canada,CAN,8750
2006-08-01,2006,8,Canada,CAN,6710
2006-09-01,2006,9,Canada,CAN,7120
2006-10-01,2006,10,Canada,CAN,9200
2006-11-01,2006,11,Canada,CAN,11050
2006-12-01,2006,12,Canada,CAN,13180
2007-01-01,2007,1,Canada,CAN,12820
2007-02-01,2007,2,Canada,CAN,13080
2007-03-01,2007,3,Canada,CAN,13330
2007-04-01,2007,4,Canada,CAN,9030
2007-05-01,2007,5,Canada,CAN,7010
2007-06-01,2007,6,Canada,CAN,5620
2007-07-01,2007,7,Canada,CAN,9840
2007-08-01,2007,8,Canada,CAN,6990
2007-09-01,2007,9,Canada,CAN,9260
2007-10-01,2007,10,Canada,CAN,9880
2007-11-01,2007,11,Canada,CAN,10640
2007-12-01,2007,12,Canada,CAN,16190
2008-01-01,2008,1,Canada,CAN,13910
2008-02-01,2008,2,Canada,CAN,16690
2008-03-01,2008,3,Canada,CAN,13670
2008-04-01,2008,4,Canada,CAN,9300
2008-05-01,2008,5,Canada,CAN,8210
2008-06-01,2008,6,Canada,CAN,6540
2008-07-01,2008,7,Canada,CAN,11960
2008-08-01,2008,8,Canada,CAN,7750
2008-09-01,2008,9,Canada,CAN,8540
2008-10-01,2008,10,Canada,CAN,10420
2008-11-01,2008,11,Canada,CAN,12630
2008-12-01,2008,12,Canada,CAN,15610
2009-01-01,2009,1,Canada,CAN,13200
2009-02-01,2009,2,Canada,CAN,15640
2009-03-01,2009,3,Canada,CAN,12600
2009-04-01,2009,4,Canada,CAN,9220
2009-05-01,2009,5,Canada,CAN,7210
2009-06-01,2009,6,Canada,CAN,6430
2009-07-01,2009,7,Canada,CAN,10270
2009-08-01,2009,8,Canada,CAN,7610
2009-09-01,2009,9,Canada,CAN,8390
2009-10-01,2009,10,Canada,CAN,13980
2009-11-01,2009,11,Canada,CAN,11930
2009-12-01,2009,12,Canada,CAN,16970
2010-01-01,2010,1,Canada,CAN,14230
2010-02-01,2010,2,Canada,CAN,14730
2010-03-01,2010,3,Canada,CAN,14070
2010-04-01,2010,4,Canada,CAN,9890
2010-05-01,2010,5,Canada,CAN,8950
2010-06-01,2010,6,Canada,CAN,6690
2010-07-01,2010,7,Canada,CAN,9500
2010-08-01,2010,8,Canada,CAN,8120
2010-09-01,2010,9,Canada,CAN,9090
2010-10-01,2010,10,Canada,CAN,10960
2010-11-01,2010,11,Canada,CAN,12200
2010-12-01,2010,12,Canada,CAN,17060
2011-01-01,2011,1,Canada,CAN,13140
2011-02-01,2011,2,Canada,CAN,15380
2011-03-01,2011,3,Canada,CAN,13030
2011-04-01,2011,4,Canada,CAN,9550
2011-05-01,2011,5,Canada,CAN,7490
2011-06-01,2011,6,Canada,CAN,6310
2011-07-01,2011,7,Canada,CAN,9240
2011-08-01,2011,8,Canada,CAN,7790
2011-09-01,2011,9,Canada,CAN,8720
2011-10-01,2011,10,Canada,CAN,10590
2011-11-01,2011,11,Canada,CAN,13150
2011-12-01,2011,12,Canada,CAN,16430
2012-01-01,2012,1,Canada,CAN,14240
2012-02-01,2012,2,Canada,CAN,15710
2012-03-01,2012,3,Canada,CAN,13420
2012-04-01,2012,4,Canada,CAN,10280
2012-05-01,2012,5,Canada,CAN,8180
2012-06-01,2012,6,Canada,CAN,7190
2012-07-01,2012,7,Canada,CAN,10150
2012-08-01,2012,8,Canada,CAN,7790
2012-09-01,2012,9,Canada,CAN,9160
2012-10-01,2012,10,Canada,CAN,10500
2012-11-01,2012,11,Canada,CAN,12560
2012-12-01,2012,12,Canada,CAN,17110
2013-01-01,2013,1,Canada,CAN,14530
2013-02-01,2013,2,Canada,CAN,15070
2013-03-01,2013,3,Canada,CAN,13480
2013-04-01,2013,4,Canada,CAN,10150
2013-05-01,2013,5,Canada,CAN,7360
2013-06-01,2013,6,Canada,CAN,6560
2013-07-01,2013,7,Canada,CAN,9360
2013-08-01,2013,8,Canada,CAN,8620
2013-09-01,2013,9,Canada,CAN,8870
2013-10-01,2013,10,Canada,CAN,12340
2013-11-01,2013,11,Canada,CAN,13690
2013-12-01,2013,12,Canada,CAN,16260
2014-01-01,2014,1,Canada,CAN,13880
2014-02-01,2014,2,Canada,CAN,16260
2014-03-01,2014,3,Canada,CAN,14640
2014-04-01,2014,4,Canada,CAN,10350
2014-05-01,2014,5,Canada,CAN,8630
2014-06-01,2014,6,Canada,CAN,7110
2014-07-01,2014,7,Canada,CAN,9990
2014-08-01,2014,8,Canada,CAN,7460
2014-09-01,2014,9,Canada,CAN,8240
2014-10-01,2014,10,Canada,CAN,11560
2014-11-01,2014,11,Canada,CAN,14870
2014-12-01,2014,12,Canada,CAN,17120
2015-01-01,2015,1,Canada,CAN,13650
2015-02-01,2015,2,Canada,CAN,17670
2015-03-01,2015,3,Canada,CAN,16430
2015-04-01,2015,4,Canada,CAN,10400
2015-05-01,2015,5,Canada,CAN,7620
2015-06-01,2015,6,Canada,CAN,8080
2015-07-01,2015,7,Canada,CAN,9330
2015-08-01,2015,8,Canada,CAN,7620
2015-09-01,2015,9,Canada,CAN,8690
2015-10-01,2015,10,Canada,CAN,12370
2015-11-01,2015,11,Canada,CAN,13050
2015-12-01,2015,12,Canada,CAN,16660
2016-01-01,2016,1,Canada,CAN,14490
2016-02-01,2016,2,Canada,CAN,17770
2016-03-01,2016,3,Canada,CAN,16340
2016-04-01,2016,4,Canada,CAN,10120
2016-05-01,2016,5,Canada,CAN,8210
2016-06-01,2016,6,Canada,CAN,7570
2016-07-01,2016,7,Canada,CAN,10000
2016-08-01,2016,8,Canada,CAN,8860
2016-09-01,2016,9,Canada,CAN,10350
2016-10-01,2016,10,Canada,CAN,13930
2016-11-01,2016,11,Canada,CAN,15810
2016-12-01,2016,12,Canada,CAN,18690
2017-01-01,2017,1,Canada,CAN,15440
2017-02-01,2017,2,Canada,CAN,20930
2017-03-01,2017,3,Canada,CAN,19470
2017-04-01,2017,4,Canada,CAN,13470
2017-05-01,2017,5,Canada,CAN,8700
2017-06-01,2017,6,Canada,CAN,8050
2017-07-01,2017,7,Canada,CAN,10310
2017-08-01,2017,8,Canada,CAN,9300
2017-09-01,2017,9,Canada,CAN,9250
2017-10-01,2017,10,Canada,CAN,13180
2017-11-01,2017,11,Canada,CAN,18210
2017-12-01,2017,12,Canada,CAN,21270
2018-01-01,2018,1,Canada,CAN,18500
2018-02-01,2018,2,Canada,CAN,21740
2018-03-01,2018,3,Canada,CAN,21140
2018-04-01,2018,4,Canada,CAN,13060
2018-05-01,2018,5,Canada,CAN,9010
2018-06-01,2018,6,Canada,CAN,7910
2018-07-01,2018,7,Canada,CAN,10240
2018-08-01,2018,8,Canada,CAN,9060
2018-09-01,2018,9,Canada,CAN,11010
2018-10-01,2018,10,Canada,CAN,15810
2018-11-01,2018,11,Canada,CAN,19510
2018-12-01,2018,12,Canada,CAN,25110
2019-01-01,2019,1,Canada,CAN,18770
2019-02-01,2019,2,Canada,CAN,24100
2019-03-01,2019,3,Canada,CAN,22680
2019-04-01,2019,4,Canada,CAN,15180
2019-05-01,2019,5,Canada,CAN,10410
2019-06-01,2019,6,Canada,CAN,8430
2019-07-01,2019,7,Canada,CAN,11030
2019-08-01,2019,8,Canada,CAN,10550
2019-09-01,2019,9,Canada,CAN,10900
2019-10-01,2019,10,Canada,CAN,14510
2019-11-01,2019,11,Canada,CAN,19110
2019-12-01,2019,12,Canada,CAN,23940
2020-01-01,2020,1,Canada,CAN,18280
2020-02-01,2020,2,Canada,CAN,23090
2020-03-01,2020,3,Canada,CAN,10110
2020-04-01,2020,4,Canada,CAN,30
2020-05-01,2020,5,Canada,CAN,40
2020-06-01,2020,6,Canada,CAN,70
2020-07-01,2020,7,Canada,CAN,100
2020-08-01,2020,8,Canada,CAN,40
2020-09-01,2020,9,Canada,CAN,80
2020-10-01,2020,10,Canada,CAN,120
2020-11-01,2020,11,Canada,CAN,180
2020-12-01,2020,12,Canada,CAN,150
2021-01-01,2021,1,Canada,CAN,150
2021-02-01,2021,2,Canada,CAN,90
2021-03-01,2021,3,Canada,CAN,120
2021-04-01,2021,4,Canada,CAN,130
2021-05-01,2021,5,Canada,CAN,160
2021-06-01,2021,6,Canada,CAN,180
2021-07-01,2021,7,Canada,CAN,130
2021-08-01,2021,8,Canada,CAN,80
2021-09-01,2021,9,Canada,CAN,70
2021-10-01,2021,10,Canada,CAN,60
2021-11-01,2021,11,Canada,CAN,410
2021-12-01,2021,12,Canada,CAN,1700
2022-01-01,2022,1,Canada,CAN,1710
2022-02-01,2022,2,Canada,CAN,2670
2022-03-01,2022,3,Canada,CAN,5070
2022-04-01,2022,4,Canada,CAN,5670
2022-05-01,2022,5,Canada,CAN,5080
2022-06-01,2022,6,Canada,CAN,4690
2022-07-01,2022,7,Canada,CAN,5870
2022-08-01,2022,8,Canada,CAN,6670
2022-09-01,2022,9,Canada,CAN,7720
2022-10-01,2022,10,Canada,CAN,10490
2022-11-01,2022,11,Canada,CAN,14500
2022-12-01,2022,12,Canada,CAN,17870
2023-01-01,2023,1,Canada,CAN,12170
2023-02-01,2023,2,Canada,CAN,18350
2023-03-01,2023,3,Canada,CAN,17470
2023-04-01,2023,4,Canada,CAN,12200
2023-05-01,2023,5,Canada,CAN,9810
2023-06-01,2023,6,Canada,CAN,7310
2023-07-01,2023,7,Canada,CAN,9680
2023-08-01,2023,8,Canada,CAN,9140
2023-09-01,2023,9,Canada,CAN,9230
2023-10-01,2023,10,Canada,CAN,13670
2023-11-01,2023,11,Canada,CAN,16840
2023-12-01,2023,12,Canada,CAN,21320
2024-01-01,2024,1,Canada,CAN,16050
2024-02-01,2024,2,Canada,CAN,21350
2024-03-01,2024,3,Canada,CAN,19130
2024-04-01,2024,4,Canada,CAN,12930
2024-05-01,2024,5,Canada,CAN,8790
2024-06-01,2024,6,Canada,CAN,7490
2024-07-01,2024,7,Canada,CAN,8540
2024-08-01,2024,8,Canada,CAN,9240
2024-09-01,2024,9,Canada,CAN,10140
2024-10-01,2024,10,Canada,CAN,13950
2024-11-01,2024,11,Canada,CAN,17090
2024-12-01,2024,12,Canada,CAN,20310
2025-01-01,2025,1,Canada,CAN,16730
2025-02-01,2025,2,Canada,CAN,20330
2025-03-01,2025,3,Canada,CAN,19840
2025-04-01,2025,4,Canada,CAN,13020
2025-05-01,2025,5,Canada,CAN,9430
2025-06-01,2025,6,Canada,CAN,7950
2025-07-01,2025,7,Canada,CAN,9430
2025-08-01,2025,8,Canada,CAN,9140
2025-09-01,2025,9,Canada,CAN,9930
2025-10-01,2025,10,Canada,CAN,14850
2025-11-01,2025,11,Canada,CAN,17990
2025-12-01,2025,12,Canada,CAN,22980
2026-01-01,2026,1,Canada,CAN,19450
2026-02-01,2026,2,Canada,CAN,21000
1991-01-01,1991,1,United States of America,USA,17590
1991-02-01,1991,2,United States of America,USA,21860
1991-03-01,1991,3,United States of America,USA,23800
1991-04-01,1991,4,United States of America,USA,17720
1991-05-01,1991,5,United States of America,USA,16820
1991-06-01,1991,6,United States of America,USA,22160
1991-07-01,1991,7,United States of America,USA,27560
1991-08-01,1991,8,United States of America,USA,28680
1991-09-01,1991,9,United States of America,USA,29240
1991-10-01,1991,10,United States of America,USA,23850
1991-11-01,1991,11,United States of America,USA,23440
1991-12-01,1991,12,United States of America,USA,19030
1992-01-01,1992,1,United States of America,USA,17150
1992-02-01,1992,2,United States of America,USA,25080
1992-03-01,1992,3,United States of America,USA,27620
1992-04-01,1992,4,United States of America,USA,22590
1992-05-01,1992,5,United States of America,USA,20010
1992-06-01,1992,6,United States of America,USA,18890
1992-07-01,1992,7,United States of America,USA,22140
1992-08-01,1992,8,United States of America,USA,18790
1992-09-01,1992,9,United States of America,USA,16950
1992-10-01,1992,10,United States of America,USA,24750
