date,year,month,country,arrivals
2008-08-01,2008,8,South Africa,4710
2008-09-01,2008,9,South Africa,5290
2008-10-01,2008,10,South Africa,4750
2008-11-01,2008,11,South Africa,5600
2008-12-01,2008,12,South Africa,11250
2009-01-01,2009,1,South Africa,3550
2009-02-01,2009,2,South Africa,4220
2009-03-01,2009,3,South Africa,5420
2009-04-01,2009,4,South Africa,5170
2009-05-01,2009,5,South Africa,3910
2009-06-01,2009,6,South Africa,4190
2009-07-01,2009,7,South Africa,3520
2009-08-01,2009,8,South Africa,4080
2009-09-01,2009,9,South Africa,5120
2009-10-01,2009,10,South Africa,4480
2009-11-01,2009,11,South Africa,5330
2009-12-01,2009,12,South Africa,10510
2010-01-01,2010,1,South Africa,3480
2010-02-01,2010,2,South Africa,3780
2010-03-01,2010,3,South Africa,6450
2010-04-01,2010,4,South Africa,5010
2010-05-01,2010,5,South Africa,3620
2010-06-01,2010,6,South Africa,4940
2010-07-01,2010,7,South Africa,3500
2010-08-01,2010,8,South Africa,4050
2010-09-01,2010,9,South Africa,5180
2010-10-01,2010,10,South Africa,4820
2010-11-01,2010,11,South Africa,4950
2010-12-01,2010,12,South Africa,11100
2011-01-01,2011,1,South Africa,3670
2011-02-01,2011,2,South Africa,4060
2011-03-01,2011,3,South Africa,5500
2011-04-01,2011,4,South Africa,6100
2011-05-01,2011,5,South Africa,3560
2011-06-01,2011,6,South Africa,3870
2011-07-01,2011,7,South Africa,3840
2011-08-01,2011,8,South Africa,3520
2011-09-01,2011,9,South Africa,5900
2011-10-01,2011,10,South Africa,7960
2011-11-01,2011,11,South Africa,5420
2011-12-01,2011,12,South Africa,10150
2012-01-01,2012,1,South Africa,3360
2012-02-01,2012,2,South Africa,4290
2012-03-01,2012,3,South Africa,5400
2012-04-01,2012,4,South Africa,4840
2012-05-01,2012,5,South Africa,3570
2012-06-01,2012,6,South Africa,4290
2012-07-01,2012,7,South Africa,3260
2012-08-01,2012,8,South Africa,3510
2012-09-01,2012,9,South Africa,4720
2012-10-01,2012,10,South Africa,4330
2012-11-01,2012,11,South Africa,4940
2012-12-01,2012,12,South Africa,10530
2013-01-01,2013,1,South Africa,3200
2013-02-01,2013,2,South Africa,3730
2013-03-01,2013,3,South Africa,6220
2013-04-01,2013,4,South Africa,4050
2013-05-01,2013,5,South Africa,3430
2013-06-01,2013,6,South Africa,4170
2013-07-01,2013,7,South Africa,3120
2013-08-01,2013,8,South Africa,3550
2013-09-01,2013,9,South Africa,4470
2013-10-01,2013,10,South Africa,3870
2013-11-01,2013,11,South Africa,5000
2013-12-01,2013,12,South Africa,9960
2014-01-01,2014,1,South Africa,3160
2014-02-01,2014,2,South Africa,3870
2014-03-01,2014,3,South Africa,4430
2014-04-01,2014,4,South Africa,4730
2014-05-01,2014,5,South Africa,3460
2014-06-01,2014,6,South Africa,3820
2014-07-01,2014,7,South Africa,3420
2014-08-01,2014,8,South Africa,3800
2014-09-01,2014,9,South Africa,4450
2014-10-01,2014,10,South Africa,4100
2014-11-01,2014,11,South Africa,4840
2014-12-01,2014,12,South Africa,9770
2015-01-01,2015,1,South Africa,3260
2015-02-01,2015,2,South Africa,4120
2015-03-01,2015,3,South Africa,6130
2015-04-01,2015,4,South Africa,4460
2015-05-01,2015,5,South Africa,3130
2015-06-01,2015,6,South Africa,3760
2015-07-01,2015,7,South Africa,3250
2015-08-01,2015,8,South Africa,3360
2015-09-01,2015,9,South Africa,4520
2015-10-01,2015,10,South Africa,3900
2015-11-01,2015,11,South Africa,4890
2015-12-01,2015,12,South Africa,11170
2016-01-01,2016,1,South Africa,3140
2016-02-01,2016,2,South Africa,4440
2016-03-01,2016,3,South Africa,5770
2016-04-01,2016,4,South Africa,4900
2016-05-01,2016,5,South Africa,2980
2016-06-01,2016,6,South Africa,4270
2016-07-01,2016,7,South Africa,3330
2016-08-01,2016,8,South Africa,3420
2016-09-01,2016,9,South Africa,4540
2016-10-01,2016,10,South Africa,4190
2016-11-01,2016,11,South Africa,4740
2016-12-01,2016,12,South Africa,10670
2017-01-01,2017,1,South Africa,3270
2017-02-01,2017,2,South Africa,3640
2017-03-01,2017,3,South Africa,4700
2017-04-01,2017,4,South Africa,5560
2017-05-01,2017,5,South Africa,3280
2017-06-01,2017,6,South Africa,3390
2017-07-01,2017,7,South Africa,3770
2017-08-01,2017,8,South Africa,3590
2017-09-01,2017,9,South Africa,5000
2017-10-01,2017,10,South Africa,4180
2017-11-01,2017,11,South Africa,4820
2017-12-01,2017,12,South Africa,10840
2018-01-01,2018,1,South Africa,3300
2018-02-01,2018,2,South Africa,3780
2018-03-01,2018,3,South Africa,5690
2018-04-01,2018,4,South Africa,4930
2018-05-01,2018,5,South Africa,3660
2018-06-01,2018,6,South Africa,4600
2018-07-01,2018,7,South Africa,3740
2018-08-01,2018,8,South Africa,3700
2018-09-01,2018,9,South Africa,5390
2018-10-01,2018,10,South Africa,3980
2018-11-01,2018,11,South Africa,4700
2018-12-01,2018,12,South Africa,11540
2019-01-01,2019,1,South Africa,3620
2019-02-01,2019,2,South Africa,3870
2019-03-01,2019,3,South Africa,5730
2019-04-01,2019,4,South Africa,5390
2019-05-01,2019,5,South Africa,3500
2019-06-01,2019,6,South Africa,4420
2019-07-01,2019,7,South Africa,3350
2019-08-01,2019,8,South Africa,4120
2019-09-01,2019,9,South Africa,5260
2019-10-01,2019,10,South Africa,4270
2019-11-01,2019,11,South Africa,5560
2019-12-01,2019,12,South Africa,12220
2020-01-01,2020,1,South Africa,3750
2020-02-01,2020,2,South Africa,4060
2020-03-01,2020,3,South Africa,2810
2020-04-01,2020,4,South Africa,60
2020-05-01,2020,5,South Africa,50
2020-06-01,2020,6,South Africa,190
2020-07-01,2020,7,South Africa,10
2020-08-01,2020,8,South Africa,40
2020-09-01,2020,9,South Africa,20
2020-10-01,2020,10,South Africa,80
2020-11-01,2020,11,South Africa,90
2020-12-01,2020,12,South Africa,60
2021-01-01,2021,1,South Africa,60
2021-02-01,2021,2,South Africa,30
2021-03-01,2021,3,South Africa,60
2021-04-01,2021,4,South Africa,60
2021-05-01,2021,5,South Africa,40
2021-06-01,2021,6,South Africa,50
2021-07-01,2021,7,South Africa,30
2021-08-01,2021,8,South Africa,100
2021-09-01,2021,9,South Africa,30
2021-10-01,2021,10,South Africa,30
2021-11-01,2021,11,South Africa,190
2021-12-01,2021,12,South Africa,150
2022-01-01,2022,1,South Africa,930
2022-02-01,2022,2,South Africa,1100
2022-03-01,2022,3,South Africa,2050
2022-04-01,2022,4,South Africa,2590
2022-05-01,2022,5,South Africa,2380
2022-06-01,2022,6,South Africa,2900
2022-07-01,2022,7,South Africa,1950
2022-08-01,2022,8,South Africa,2770
2022-09-01,2022,9,South Africa,3250
2022-10-01,2022,10,South Africa,2980
2022-11-01,2022,11,South Africa,5380
2022-12-01,2022,12,South Africa,7980
2023-01-01,2023,1,South Africa,2660
2023-02-01,2023,2,South Africa,3730
2023-03-01,2023,3,South Africa,4870
2023-04-01,2023,4,South Africa,3740
2023-05-01,2023,5,South Africa,2950
2023-06-01,2023,6,South Africa,3160
2023-07-01,2023,7,South Africa,2650
2023-08-01,2023,8,South Africa,3290
2023-09-01,2023,9,South Africa,3760
2023-10-01,2023,10,South Africa,3150
2023-11-01,2023,11,South Africa,4680
2023-12-01,2023,12,South Africa,7470
2024-01-01,2024,1,South Africa,2770
2024-02-01,2024,2,South Africa,3420
2024-03-01,2024,3,South Africa,4460
2024-04-01,2024,4,South Africa,3450
2024-05-01,2024,5,South Africa,3070
2024-06-01,2024,6,South Africa,3350
2024-07-01,2024,7,South Africa,2700
2024-08-01,2024,8,South Africa,3140
2024-09-01,2024,9,South Africa,3460
2024-10-01,2024,10,South Africa,4120
2024-11-01,2024,11,South Africa,5150
2024-12-01,2024,12,South Africa,9350
2025-01-01,2025,1,South Africa,2940
2025-02-01,2025,2,South Africa,3270
2025-03-01,2025,3,South Africa,4660
2025-04-01,2025,4,South Africa,4670
2025-05-01,2025,5,South Africa,2950
2025-06-01,2025,6,South Africa,3250
2025-07-01,2025,7,South Africa,2920
2025-08-01,2025,8,South Africa,3210
2025-09-01,2025,9,South Africa,4200
2025-10-01,2025,10,South Africa,3390
2025-11-01,2025,11,South Africa,5060
2025-12-01,2025,12,South Africa,9800
2026-01-01,2026,1,South Africa,3240
2026-02-01,2026,2,South Africa,3260
1991-01-01,1991,1,Brazil,490
1991-02-01,1991,2,Brazil,170
1991-03-01,1991,3,Brazil,140
1991-04-01,1991,4,Brazil,130
1991-05-01,1991,5,Brazil,180
1991-06-01,1991,6,Brazil,140
1991-07-01,1991,7,Brazil,120
1991-08-01,1991,8,Brazil,120
1991-09-01,1991,9,Brazil,290
1991-10-01,1991,10,Brazil,300
1991-11-01,1991,11,Brazil,170
1991-12-01,1991,12,Brazil,240
1992-01-01,1992,1,Brazil,360
1992-02-01,1992,2,Brazil,160
1992-03-01,1992,3,Brazil,190
1992-04-01,1992,4,Brazil,110
1992-05-01,1992,5,Brazil,210
1992-06-01,1992,6,Brazil,80
1992-07-01,1992,7,Brazil,150
1992-08-01,1992,8,Brazil,180
1992-09-01,1992,9,Brazil,350
1992-10-01,1992,10,Brazil,270
1992-11-01,1992,11,Brazil,150
1992-12-01,1992,12,Brazil,270
1993-01-01,1993,1,Brazil,270
1993-02-01,1993,2,Brazil,270
1993-03-01,1993,3,Brazil,180
1993-04-01,1993,4,Brazil,80
1993-05-01,1993,5,Brazil,340
1993-06-01,1993,6,Brazil,180
1993-07-01,1993,7,Brazil,230
1993-08-01,1993,8,Brazil,280
1993-09-01,1993,9,Brazil,170
1993-10-01,1993,10,Brazil,220
1993-11-01,1993,11,Brazil,160
1993-12-01,1993,12,Brazil,290
1994-01-01,1994,1,Brazil,410
1994-02-01,1994,2,Brazil,300
1994-03-01,1994,3,Brazil,260
1994-04-01,1994,4,Brazil,290
1994-05-01,1994,5,Brazil,220
1994-06-01,1994,6,Brazil,170
1994-07-01,1994,7,Brazil,300
1994-08-01,1994,8,Brazil,240
1994-09-01,1994,9,Brazil,370
1994-10-01,1994,10,Brazil,440
1994-11-01,1994,11,Brazil,340
1994-12-01,1994,12,Brazil,540
1995-01-01,1995,1,Brazil,630
1995-02-01,1995,2,Brazil,360
1995-03-01,1995,3,Brazil,250
1995-04-01,1995,4,Brazil,280
1995-05-01,1995,5,Brazil,310
1995-06-01,1995,6,Brazil,230
1995-07-01,1995,7,Brazil,460
1995-08-01,1995,8,Brazil,220
1995-09-01,1995,9,Brazil,380
1995-10-01,1995,10,Brazil,430
1995-11-01,1995,11,Brazil,410
1995-12-01,1995,12,Brazil,750
1996-01-01,1996,1,Brazil,820
1996-02-01,1996,2,Brazil,460
1996-03-01,1996,3,Brazil,530
1996-04-01,1996,4,Brazil,470
1996-05-01,1996,5,Brazil,480
1996-06-01,1996,6,Brazil,410
1996-07-01,1996,7,Brazil,730
1996-08-01,1996,8,Brazil,360
1996-09-01,1996,9,Brazil,480
1996-10-01,1996,10,Brazil,750
1996-11-01,1996,11,Brazil,640
1996-12-01,1996,12,Brazil,930
1997-01-01,1997,1,Brazil,1230
1997-02-01,1997,2,Brazil,570
1997-03-01,1997,3,Brazil,640
1997-04-01,1997,4,Brazil,440
1997-05-01,1997,5,Brazil,560
1997-06-01,1997,6,Brazil,670
1997-07-01,1997,7,Brazil,830
1997-08-01,1997,8,Brazil,480
1997-09-01,1997,9,Brazil,550
1997-10-01,1997,10,Brazil,570
1997-11-01,1997,11,Brazil,680
1997-12-01,1997,12,Brazil,1100
1998-01-01,1998,1,Brazil,1460
1998-02-01,1998,2,Brazil,570
1998-03-01,1998,3,Brazil,790
1998-04-01,1998,4,Brazil,410
1998-05-01,1998,5,Brazil,470
1998-06-01,1998,6,Brazil,430
1998-07-01,1998,7,Brazil,820
1998-08-01,1998,8,Brazil,390
1998-09-01,1998,9,Brazil,820
1998-10-01,1998,10,Brazil,670
1998-11-01,1998,11,Brazil,590
1998-12-01,1998,12,Brazil,1220
1999-01-01,1999,1,Brazil,1460
1999-02-01,1999,2,Brazil,610
1999-03-01,1999,3,Brazil,590
1999-04-01,1999,4,Brazil,450
1999-05-01,1999,5,Brazil,470
1999-06-01,1999,6,Brazil,410
1999-07-01,1999,7,Brazil,730
1999-08-01,1999,8,Brazil,510
1999-09-01,1999,9,Brazil,670
1999-10-01,1999,10,Brazil,620
1999-11-01,1999,11,Brazil,710
1999-12-01,1999,12,Brazil,1300
2000-01-01,2000,1,Brazil,1450
2000-02-01,2000,2,Brazil,640
2000-03-01,2000,3,Brazil,880
2000-04-01,2000,4,Brazil,810
2000-05-01,2000,5,Brazil,740
2000-06-01,2000,6,Brazil,730
2000-07-01,2000,7,Brazil,1210
2000-08-01,2000,8,Brazil,1080
2000-09-01,2000,9,Brazil,2110
2000-10-01,2000,10,Brazil,1220
2000-11-01,2000,11,Brazil,940
2000-12-01,2000,12,Brazil,1580
2001-01-01,2001,1,Brazil,1710
2001-02-01,2001,2,Brazil,980
2001-03-01,2001,3,Brazil,1250
2001-04-01,2001,4,Brazil,920
2001-05-01,2001,5,Brazil,890
2001-06-01,2001,6,Brazil,770
2001-07-01,2001,7,Brazil,1120
2001-08-01,2001,8,Brazil,620
2001-09-01,2001,9,Brazil,820
2001-10-01,2001,10,Brazil,780
2001-11-01,2001,11,Brazil,680
2001-12-01,2001,12,Brazil,1070
2002-01-01,2002,1,Brazil,1160
2002-02-01,2002,2,Brazil,700
2002-03-01,2002,3,Brazil,930
2002-04-01,2002,4,Brazil,880
2002-05-01,2002,5,Brazil,750
2002-06-01,2002,6,Brazil,870
2002-07-01,2002,7,Brazil,1200
2002-08-01,2002,8,Brazil,580
2002-09-01,2002,9,Brazil,720
2002-10-01,2002,10,Brazil,740
2002-11-01,2002,11,Brazil,710
2002-12-01,2002,12,Brazil,1000
2003-01-01,2003,1,Brazil,870
2003-02-01,2003,2,Brazil,580
2003-03-01,2003,3,Brazil,750
2003-04-01,2003,4,Brazil,510
2003-05-01,2003,5,Brazil,510
2003-06-01,2003,6,Brazil,500
2003-07-01,2003,7,Brazil,800
2003-08-01,2003,8,Brazil,680
2003-09-01,2003,9,Brazil,560
2003-10-01,2003,10,Brazil,600
2003-11-01,2003,11,Brazil,810
2003-12-01,2003,12,Brazil,1140
2004-01-01,2004,1,Brazil,1210
2004-02-01,2004,2,Brazil,680
2004-03-01,2004,3,Brazil,840
2004-04-01,2004,4,Brazil,710
2004-05-01,2004,5,Brazil,590
2004-06-01,2004,6,Brazil,540
2004-07-01,2004,7,Brazil,1040
2004-08-01,2004,8,Brazil,800
2004-09-01,2004,9,Brazil,620
2004-10-01,2004,10,Brazil,800
2004-11-01,2004,11,Brazil,880
2004-12-01,2004,12,Brazil,1720
2005-01-01,2005,1,Brazil,1370
2005-02-01,2005,2,Brazil,860
2005-03-01,2005,3,Brazil,960
2005-04-01,2005,4,Brazil,930
2005-05-01,2005,5,Brazil,760
2005-06-01,2005,6,Brazil,690
2005-07-01,2005,7,Brazil,1180
2005-08-01,2005,8,Brazil,1120
2005-09-01,2005,9,Brazil,1050
2005-10-01,2005,10,Brazil,1000
2005-11-01,2005,11,Brazil,1020
2005-12-01,2005,12,Brazil,2020
2006-01-01,2006,1,Brazil,1860
2006-02-01,2006,2,Brazil,1330
2006-03-01,2006,3,Brazil,1380
2006-04-01,2006,4,Brazil,1220
2006-05-01,2006,5,Brazil,970
2006-06-01,2006,6,Brazil,1050
2006-07-01,2006,7,Brazil,1430
2006-08-01,2006,8,Brazil,1220
2006-09-01,2006,9,Brazil,1310
2006-10-01,2006,10,Brazil,1350
2006-11-01,2006,11,Brazil,1270
2006-12-01,2006,12,Brazil,2570
2007-01-01,2007,1,Brazil,2100
2007-02-01,2007,2,Brazil,1380
2007-03-01,2007,3,Brazil,1830
2007-04-01,2007,4,Brazil,1400
2007-05-01,2007,5,Brazil,1260
2007-06-01,2007,6,Brazil,1120
2007-07-01,2007,7,Brazil,1780
2007-08-01,2007,8,Brazil,1410
2007-09-01,2007,9,Brazil,1520
2007-10-01,2007,10,Brazil,1670
2007-11-01,2007,11,Brazil,1550
2007-12-01,2007,12,Brazil,3000
2008-01-01,2008,1,Brazil,2750
2008-02-01,2008,2,Brazil,1980
2008-03-01,2008,3,Brazil,2160
2008-04-01,2008,4,Brazil,1770
2008-05-01,2008,5,Brazil,1300
2008-06-01,2008,6,Brazil,1700
2008-07-01,2008,7,Brazil,3620
2008-08-01,2008,8,Brazil,1900
2008-09-01,2008,9,Brazil,1700
2008-10-01,2008,10,Brazil,1820
2008-11-01,2008,11,Brazil,1790
2008-12-01,2008,12,Brazil,3620
2009-01-01,2009,1,Brazil,2920
2009-02-01,2009,2,Brazil,2260
2009-03-01,2009,3,Brazil,2050
2009-04-01,2009,4,Brazil,1760
2009-05-01,2009,5,Brazil,1470
2009-06-01,2009,6,Brazil,1670
2009-07-01,2009,7,Brazil,2510
2009-08-01,2009,8,Brazil,1910
2009-09-01,2009,9,Brazil,1850
2009-10-01,2009,10,Brazil,2360
2009-11-01,2009,11,Brazil,1990
2009-12-01,2009,12,Brazil,4310
2010-01-01,2010,1,Brazil,3420
2010-02-01,2010,2,Brazil,2360
2010-03-01,2010,3,Brazil,2320
2010-04-01,2010,4,Brazil,1970
2010-05-01,2010,5,Brazil,1550
2010-06-01,2010,6,Brazil,1650
2010-07-01,2010,7,Brazil,2550
2010-08-01,2010,8,Brazil,1950
2010-09-01,2010,9,Brazil,2040
2010-10-01,2010,10,Brazil,2020
2010-11-01,2010,11,Brazil,2090
2010-12-01,2010,12,Brazil,4660
2011-01-01,2011,1,Brazil,3650
2011-02-01,2011,2,Brazil,2620
2011-03-01,2011,3,Brazil,2640
2011-04-01,2011,4,Brazil,2200
2011-05-01,2011,5,Brazil,1840
2011-06-01,2011,6,Brazil,1550
2011-07-01,2011,7,Brazil,2850
2011-08-01,2011,8,Brazil,1840
2011-09-01,2011,9,Brazil,1920
2011-10-01,2011,10,Brazil,2120
2011-11-01,2011,11,Brazil,2580
2011-12-01,2011,12,Brazil,5080
2012-01-01,2012,1,Brazil,4040
2012-02-01,2012,2,Brazil,2610
2012-03-01,2012,3,Brazil,2420
2012-04-01,2012,4,Brazil,2290
2012-05-01,2012,5,Brazil,2140
2012-06-01,2012,6,Brazil,2050
2012-07-01,2012,7,Brazil,2770
2012-08-01,2012,8,Brazil,2230
2012-09-01,2012,9,Brazil,2250
2012-10-01,2012,10,Brazil,2420
2012-11-01,2012,11,Brazil,2420
2012-12-01,2012,12,Brazil,5380
2013-01-01,2013,1,Brazil,4190
2013-02-01,2013,2,Brazil,3230
2013-03-01,2013,3,Brazil,2780
2013-04-01,2013,4,Brazil,2480
2013-05-01,2013,5,Brazil,1890
2013-06-01,2013,6,Brazil,2430
2013-07-01,2013,7,Brazil,2990
2013-08-01,2013,8,Brazil,2180
2013-09-01,2013,9,Brazil,2570
2013-10-01,2013,10,Brazil,2740
2013-11-01,2013,11,Brazil,2540
2013-12-01,2013,12,Brazil,6410
2014-01-01,2014,1,Brazil,4540
2014-02-01,2014,2,Brazil,3980
2014-03-01,2014,3,Brazil,3580
2014-04-01,2014,4,Brazil,2800
2014-05-01,2014,5,Brazil,2810
2014-06-01,2014,6,Brazil,2310
2014-07-01,2014,7,Brazil,4250
2014-08-01,2014,8,Brazil,3070
2014-09-01,2014,9,Brazil,2810
2014-10-01,2014,10,Brazil,3270
2014-11-01,2014,11,Brazil,3870
2014-12-01,2014,12,Brazil,7410
2015-01-01,2015,1,Brazil,5110
2015-02-01,2015,2,Brazil,4720
2015-03-01,2015,3,Brazil,3900
2015-04-01,2015,4,Brazil,3320
2015-05-01,2015,5,Brazil,2530
2015-06-01,2015,6,Brazil,2750
2015-07-01,2015,7,Brazil,4470
2015-08-01,2015,8,Brazil,3110
2015-09-01,2015,9,Brazil,3130
2015-10-01,2015,10,Brazil,3320
2015-11-01,2015,11,Brazil,3350
2015-12-01,2015,12,Brazil,5880
2016-01-01,2016,1,Brazil,3960
2016-02-01,2016,2,Brazil,4200
2016-03-01,2016,3,Brazil,3920
2016-04-01,2016,4,Brazil,3270
2016-05-01,2016,5,Brazil,2910
2016-06-01,2016,6,Brazil,2940
2016-07-01,2016,7,Brazil,3810
2016-08-01,2016,8,Brazil,3110
2016-09-01,2016,9,Brazil,3870
2016-10-01,2016,10,Brazil,3680
2016-11-01,2016,11,Brazil,4310
2016-12-01,2016,12,Brazil,7260
2017-01-01,2017,1,Brazil,4700
2017-02-01,2017,2,Brazil,4430
2017-03-01,2017,3,Brazil,5180
2017-04-01,2017,4,Brazil,4250
2017-05-01,2017,5,Brazil,3690
2017-06-01,2017,6,Brazil,3260
2017-07-01,2017,7,Brazil,4090
2017-08-01,2017,8,Brazil,3920
2017-09-01,2017,9,Brazil,4220
2017-10-01,2017,10,Brazil,4620
2017-11-01,2017,11,Brazil,5050
2017-12-01,2017,12,Brazil,8310
2018-01-01,2018,1,Brazil,5720
2018-02-01,2018,2,Brazil,4930
2018-03-01,2018,3,Brazil,5390
2018-04-01,2018,4,Brazil,4550
2018-05-01,2018,5,Brazil,4200
2018-06-01,2018,6,Brazil,3930
2018-07-01,2018,7,Brazil,4390
2018-08-01,2018,8,Brazil,4390
2018-09-01,2018,9,Brazil,4510
2018-10-01,2018,10,Brazil,4330
2018-11-01,2018,11,Brazil,4740
2018-12-01,2018,12,Brazil,6740
2019-01-01,2019,1,Brazil,5480
2019-02-01,2019,2,Brazil,5190
2019-03-01,2019,3,Brazil,5870
2019-04-01,2019,4,Brazil,4590
2019-05-01,2019,5,Brazil,3860
2019-06-01,2019,6,Brazil,3440
2019-07-01,2019,7,Brazil,4380
2019-08-01,2019,8,Brazil,4060
2019-09-01,2019,9,Brazil,4550
2019-10-01,2019,10,Brazil,4450
2019-11-01,2019,11,Brazil,4650
2019-12-01,2019,12,Brazil,7430
2020-01-01,2020,1,Brazil,5320
2020-02-01,2020,2,Brazil,4610
2020-03-01,2020,3,Brazil,2980
2020-04-01,2020,4,Brazil,10
2020-05-01,2020,5,Brazil,10
2020-06-01,2020,6,Brazil,30
2020-07-01,2020,7,Brazil,10
2020-08-01,2020,8,Brazil,10
2020-09-01,2020,9,Brazil,10
2020-10-01,2020,10,Brazil,20
2020-11-01,2020,11,Brazil,30
2020-12-01,2020,12,Brazil,20
2021-01-01,2021,1,Brazil,30
2021-02-01,2021,2,Brazil,20
2021-03-01,2021,3,Brazil,30
2021-04-01,2021,4,Brazil,10
2021-05-01,2021,5,Brazil,30
2021-06-01,2021,6,Brazil,40
2021-07-01,2021,7,Brazil,20
2021-08-01,2021,8,Brazil,20
2021-09-01,2021,9,Brazil,10
2021-10-01,2021,10,Brazil,40
2021-11-01,2021,11,Brazil,60
2021-12-01,2021,12,Brazil,340
2022-01-01,2022,1,Brazil,370
2022-02-01,2022,2,Brazil,560
2022-03-01,2022,3,Brazil,1560
2022-04-01,2022,4,Brazil,2270
2022-05-01,2022,5,Brazil,2450
2022-06-01,2022,6,Brazil,2430
2022-07-01,2022,7,Brazil,1980
2022-08-01,2022,8,Brazil,3000
2022-09-01,2022,9,Brazil,2930
2022-10-01,2022,10,Brazil,3000
2022-11-01,2022,11,Brazil,3910
2022-12-01,2022,12,Brazil,4940
2023-01-01,2023,1,Brazil,3250
2023-02-01,2023,2,Brazil,4090
2023-03-01,2023,3,Brazil,4690
2023-04-01,2023,4,Brazil,4830
2023-05-01,2023,5,Brazil,3520
2023-06-01,2023,6,Brazil,3320
2023-07-01,2023,7,Brazil,2880
2023-08-01,2023,8,Brazil,3470
2023-09-01,2023,9,Brazil,4000
2023-10-01,2023,10,Brazil,3650
2023-11-01,2023,11,Brazil,4270
2023-12-01,2023,12,Brazil,6380
2024-01-01,2024,1,Brazil,4990
2024-02-01,2024,2,Brazil,4170
2024-03-01,2024,3,Brazil,4560
2024-04-01,2024,4,Brazil,3450
2024-05-01,2024,5,Brazil,3200
2024-06-01,2024,6,Brazil,3060
2024-07-01,2024,7,Brazil,2680
2024-08-01,2024,8,Brazil,2880
2024-09-01,2024,9,Brazil,3320
2024-10-01,2024,10,Brazil,3130
2024-11-01,2024,11,Brazil,3730
2024-12-01,2024,12,Brazil,6440
2025-01-01,2025,1,Brazil,4420
2025-02-01,2025,2,Brazil,3420
2025-03-01,2025,3,Brazil,3760
2025-04-01,2025,4,Brazil,3340
2025-05-01,2025,5,Brazil,2620
2025-06-01,2025,6,Brazil,2500
2025-07-01,2025,7,Brazil,3010
2025-08-01,2025,8,Brazil,3130
2025-09-01,2025,9,Brazil,3340
2025-10-01,2025,10,Brazil,3280
2025-11-01,2025,11,Brazil,3950
2025-12-01,2025,12,Brazil,7670
2026-01-01,2026,1,Brazil,5920
2026-02-01,2026,2,Brazil,4270
1991-01-01,1991,1,Saudi Arabia,20
1991-02-01,1991,2,Saudi Arabia,10
1991-03-01,1991,3,Saudi Arabia,200
1991-04-01,1991,4,Saudi Arabia,160
1991-05-01,1991,5,Saudi Arabia,30
1991-06-01,1991,6,Saudi Arabia,130
1991-07-01,1991,7,Saudi Arabia,170
1991-08-01,1991,8,Saudi Arabia,350
1991-09-01,1991,9,Saudi Arabia,210
1991-10-01,1991,10,Saudi Arabia,180
1991-11-01,1991,11,Saudi Arabia,180
1991-12-01,1991,12,Saudi Arabia,370
1992-01-01,1992,1,Saudi Arabia,150
1992-02-01,1992,2,Saudi Arabia,120
1992-03-01,1992,3,Saudi Arabia,170
1992-04-01,1992,4,Saudi Arabia,180
1992-05-01,1992,5,Saudi Arabia,230
1992-06-01,1992,6,Saudi Arabia,150
1992-07-01,1992,7,Saudi Arabia,270
1992-08-01,1992,8,Saudi Arabia,280
1992-09-01,1992,9,Saudi Arabia,120
1992-10-01,1992,10,Saudi Arabia,140
1992-11-01,1992,11,Saudi Arabia,140
1992-12-01,1992,12,Saudi Arabia,620
1993-01-01,1993,1,Saudi Arabia,270
1993-02-01,1993,2,Saudi Arabia,180
1993-03-01,1993,3,Saudi Arabia,490
1993-04-01,1993,4,Saudi Arabia,240
1993-05-01,1993,5,Saudi Arabia,190
1993-06-01,1993,6,Saudi Arabia,60
1993-07-01,1993,7,Saudi Arabia,460
1993-08-01,1993,8,Saudi Arabia,320
1993-09-01,1993,9,Saudi Arabia,390
1993-10-01,1993,10,Saudi Arabia,300
1993-11-01,1993,11,Saudi Arabia,220
1993-12-01,1993,12,Saudi Arabia,290
1994-01-01,1994,1,Saudi Arabia,300
1994-02-01,1994,2,Saudi Arabia,270
1994-03-01,1994,3,Saudi Arabia,320
1994-04-01,1994,4,Saudi Arabia,150
1994-05-01,1994,5,Saudi Arabia,100
1994-06-01,1994,6,Saudi Arabia,340
1994-07-01,1994,7,Saudi Arabia,440
1994-08-01,1994,8,Saudi Arabia,320
1994-09-01,1994,9,Saudi Arabia,280
1994-10-01,1994,10,Saudi Arabia,30
1994-11-01,1994,11,Saudi Arabia,130
1994-12-01,1994,12,Saudi Arabia,280
1995-01-01,1995,1,Saudi Arabia,140
1995-02-01,1995,2,Saudi Arabia,290
1995-03-01,1995,3,Saudi Arabia,290
1995-04-01,1995,4,Saudi Arabia,290
1995-05-01,1995,5,Saudi Arabia,110
1995-06-01,1995,6,Saudi Arabia,110
1995-07-01,1995,7,Saudi Arabia,300
1995-08-01,1995,8,Saudi Arabia,260
1995-09-01,1995,9,Saudi Arabia,270
1995-10-01,1995,10,Saudi Arabia,250
1995-11-01,1995,11,Saudi Arabia,280
1995-12-01,1995,12,Saudi Arabia,420
1996-01-01,1996,1,Saudi Arabia,280
1996-02-01,1996,2,Saudi Arabia,270
1996-03-01,1996,3,Saudi Arabia,200
1996-04-01,1996,4,Saudi Arabia,230
1996-05-01,1996,5,Saudi Arabia,190
1996-06-01,1996,6,Saudi Arabia,160
