date,year,month,duration,arrivals
1991-01-01,1991,1,Under 1 week,44470
1991-02-01,1991,2,Under 1 week,43590
1991-03-01,1991,3,Under 1 week,42460
1991-04-01,1991,4,Under 1 week,47890
1991-05-01,1991,5,Under 1 week,53400
1991-06-01,1991,6,Under 1 week,51090
1991-07-01,1991,7,Under 1 week,54820
1991-08-01,1991,8,Under 1 week,56410
1991-09-01,1991,9,Under 1 week,55550
1991-10-01,1991,10,Under 1 week,57470
1991-11-01,1991,11,Under 1 week,60870
1991-12-01,1991,12,Under 1 week,58460
1992-01-01,1992,1,Under 1 week,57260
1992-02-01,1992,2,Under 1 week,63810
1992-03-01,1992,3,Under 1 week,61330
1992-04-01,1992,4,Under 1 week,62430
1992-05-01,1992,5,Under 1 week,61780
1992-06-01,1992,6,Under 1 week,63310
1992-07-01,1992,7,Under 1 week,65140
1992-08-01,1992,8,Under 1 week,61710
1992-09-01,1992,9,Under 1 week,60060
1992-10-01,1992,10,Under 1 week,60570
1992-11-01,1992,11,Under 1 week,70960
1992-12-01,1992,12,Under 1 week,71510
1993-01-01,1993,1,Under 1 week,76320
1993-02-01,1993,2,Under 1 week,72100
1993-03-01,1993,3,Under 1 week,75470
1993-04-01,1993,4,Under 1 week,72950
1993-05-01,1993,5,Under 1 week,71120
1993-06-01,1993,6,Under 1 week,72690
1993-07-01,1993,7,Under 1 week,67460
1993-08-01,1993,8,Under 1 week,80980
1993-09-01,1993,9,Under 1 week,72360
1993-10-01,1993,10,Under 1 week,78230
1993-11-01,1993,11,Under 1 week,85020
1993-12-01,1993,12,Under 1 week,80590
1994-01-01,1994,1,Under 1 week,74310
1994-02-01,1994,2,Under 1 week,87870
1994-03-01,1994,3,Under 1 week,89960
1994-04-01,1994,4,Under 1 week,80340
1994-05-01,1994,5,Under 1 week,77130
1994-06-01,1994,6,Under 1 week,81630
1994-07-01,1994,7,Under 1 week,78360
1994-08-01,1994,8,Under 1 week,89770
1994-09-01,1994,9,Under 1 week,77010
1994-10-01,1994,10,Under 1 week,83640
1994-11-01,1994,11,Under 1 week,93900
1994-12-01,1994,12,Under 1 week,86710
1995-01-01,1995,1,Under 1 week,91310
1995-02-01,1995,2,Under 1 week,90850
1995-03-01,1995,3,Under 1 week,100690
1995-04-01,1995,4,Under 1 week,88390
1995-05-01,1995,5,Under 1 week,93720
1995-06-01,1995,6,Under 1 week,90660
1995-07-01,1995,7,Under 1 week,95160
1995-08-01,1995,8,Under 1 week,103030
1995-09-01,1995,9,Under 1 week,85690
1995-10-01,1995,10,Under 1 week,92740
1995-11-01,1995,11,Under 1 week,108560
1995-12-01,1995,12,Under 1 week,103850
1996-01-01,1996,1,Under 1 week,97510
1996-02-01,1996,2,Under 1 week,114170
1996-03-01,1996,3,Under 1 week,108380
1996-04-01,1996,4,Under 1 week,105690
1996-05-01,1996,5,Under 1 week,101920
1996-06-01,1996,6,Under 1 week,99960
1996-07-01,1996,7,Under 1 week,102610
1996-08-01,1996,8,Under 1 week,110210
1996-09-01,1996,9,Under 1 week,96940
1996-10-01,1996,10,Under 1 week,105910
1996-11-01,1996,11,Under 1 week,114090
1996-12-01,1996,12,Under 1 week,116780
1997-01-01,1997,1,Under 1 week,102300
1997-02-01,1997,2,Under 1 week,122090
1997-03-01,1997,3,Under 1 week,123840
1997-04-01,1997,4,Under 1 week,118380
1997-05-01,1997,5,Under 1 week,118260
1997-06-01,1997,6,Under 1 week,103910
1997-07-01,1997,7,Under 1 week,117060
1997-08-01,1997,8,Under 1 week,109860
1997-09-01,1997,9,Under 1 week,109570
1997-10-01,1997,10,Under 1 week,113350
1997-11-01,1997,11,Under 1 week,123120
1997-12-01,1997,12,Under 1 week,101510
1998-01-01,1998,1,Under 1 week,92330
1998-02-01,1998,2,Under 1 week,100150
1998-03-01,1998,3,Under 1 week,101320
1998-04-01,1998,4,Under 1 week,104420
1998-05-01,1998,5,Under 1 week,105070
1998-06-01,1998,6,Under 1 week,101220
1998-07-01,1998,7,Under 1 week,90350
1998-08-01,1998,8,Under 1 week,92760
1998-09-01,1998,9,Under 1 week,93940
1998-10-01,1998,10,Under 1 week,96090
1998-11-01,1998,11,Under 1 week,101460
1998-12-01,1998,12,Under 1 week,92100
1999-01-01,1999,1,Under 1 week,87510
1999-02-01,1999,2,Under 1 week,106200
1999-03-01,1999,3,Under 1 week,107060
1999-04-01,1999,4,Under 1 week,99200
1999-05-01,1999,5,Under 1 week,102240
1999-06-01,1999,6,Under 1 week,97940
1999-07-01,1999,7,Under 1 week,85290
1999-08-01,1999,8,Under 1 week,106520
1999-09-01,1999,9,Under 1 week,102720
1999-10-01,1999,10,Under 1 week,105260
1999-11-01,1999,11,Under 1 week,121650
1999-12-01,1999,12,Under 1 week,95500
2000-01-01,2000,1,Under 1 week,95070
2000-02-01,2000,2,Under 1 week,120950
2000-03-01,2000,3,Under 1 week,128710
2000-04-01,2000,4,Under 1 week,113080
2000-05-01,2000,5,Under 1 week,113480
2000-06-01,2000,6,Under 1 week,106000
2000-07-01,2000,7,Under 1 week,102460
2000-08-01,2000,8,Under 1 week,105550
2000-09-01,2000,9,Under 1 week,93820
2000-10-01,2000,10,Under 1 week,113720
2000-11-01,2000,11,Under 1 week,137490
2000-12-01,2000,12,Under 1 week,115150
2001-01-01,2001,1,Under 1 week,107100
2001-02-01,2001,2,Under 1 week,114340
2001-03-01,2001,3,Under 1 week,126370
2001-04-01,2001,4,Under 1 week,114800
2001-05-01,2001,5,Under 1 week,112870
2001-06-01,2001,6,Under 1 week,109970
2001-07-01,2001,7,Under 1 week,96470
2001-08-01,2001,8,Under 1 week,116170
2001-09-01,2001,9,Under 1 week,96840
2001-10-01,2001,10,Under 1 week,94770
2001-11-01,2001,11,Under 1 week,101390
2001-12-01,2001,12,Under 1 week,109760
2002-01-01,2002,1,Under 1 week,98260
2002-02-01,2002,2,Under 1 week,117420
2002-03-01,2002,3,Under 1 week,126360
2002-04-01,2002,4,Under 1 week,113180
2002-05-01,2002,5,Under 1 week,117800
2002-06-01,2002,6,Under 1 week,98170
2002-07-01,2002,7,Under 1 week,95710
2002-08-01,2002,8,Under 1 week,112760
2002-09-01,2002,9,Under 1 week,102350
2002-10-01,2002,10,Under 1 week,122310
2002-11-01,2002,11,Under 1 week,133220
2002-12-01,2002,12,Under 1 week,120330
2003-01-01,2003,1,Under 1 week,106500
2003-02-01,2003,2,Under 1 week,120510
2003-03-01,2003,3,Under 1 week,117990
2003-04-01,2003,4,Under 1 week,81240
2003-05-01,2003,5,Under 1 week,84680
2003-06-01,2003,6,Under 1 week,84040
2003-07-01,2003,7,Under 1 week,97790
2003-08-01,2003,8,Under 1 week,107440
2003-09-01,2003,9,Under 1 week,110600
2003-10-01,2003,10,Under 1 week,130440
2003-11-01,2003,11,Under 1 week,149870
2003-12-01,2003,12,Under 1 week,128850
2004-01-01,2004,1,Under 1 week,115470
2004-02-01,2004,2,Under 1 week,128730
2004-03-01,2004,3,Under 1 week,139180
2004-04-01,2004,4,Under 1 week,120310
2004-05-01,2004,5,Under 1 week,127080
2004-06-01,2004,6,Under 1 week,118550
2004-07-01,2004,7,Under 1 week,114520
2004-08-01,2004,8,Under 1 week,131860
2004-09-01,2004,9,Under 1 week,125790
2004-10-01,2004,10,Under 1 week,145320
2004-11-01,2004,11,Under 1 week,167640
2004-12-01,2004,12,Under 1 week,140570
2005-01-01,2005,1,Under 1 week,141280
2005-02-01,2005,2,Under 1 week,153930
2005-03-01,2005,3,Under 1 week,166940
2005-04-01,2005,4,Under 1 week,140520
2005-05-01,2005,5,Under 1 week,136320
2005-06-01,2005,6,Under 1 week,136420
2005-07-01,2005,7,Under 1 week,133080
2005-08-01,2005,8,Under 1 week,148440
2005-09-01,2005,9,Under 1 week,138800
2005-10-01,2005,10,Under 1 week,156930
2005-11-01,2005,11,Under 1 week,173550
2005-12-01,2005,12,Under 1 week,145290
2006-01-01,2006,1,Under 1 week,138660
2006-02-01,2006,2,Under 1 week,151700
2006-03-01,2006,3,Under 1 week,169440
2006-04-01,2006,4,Under 1 week,142390
2006-05-01,2006,5,Under 1 week,138410
2006-06-01,2006,6,Under 1 week,132980
2006-07-01,2006,7,Under 1 week,122850
2006-08-01,2006,8,Under 1 week,142470
2006-09-01,2006,9,Under 1 week,139650
2006-10-01,2006,10,Under 1 week,162730
2006-11-01,2006,11,Under 1 week,174220
2006-12-01,2006,12,Under 1 week,155160
2007-01-01,2007,1,Under 1 week,132970
2007-02-01,2007,2,Under 1 week,157290
2007-03-01,2007,3,Under 1 week,174360
2007-04-01,2007,4,Under 1 week,146460
2007-05-01,2007,5,Under 1 week,146560
2007-06-01,2007,6,Under 1 week,135110
2007-07-01,2007,7,Under 1 week,132180
2007-08-01,2007,8,Under 1 week,154070
2007-09-01,2007,9,Under 1 week,140550
2007-10-01,2007,10,Under 1 week,162490
2007-11-01,2007,11,Under 1 week,184340
2007-12-01,2007,12,Under 1 week,154790
2008-01-01,2008,1,Under 1 week,129860
2008-02-01,2008,2,Under 1 week,172950
2008-03-01,2008,3,Under 1 week,169830
2008-04-01,2008,4,Under 1 week,149700
2008-05-01,2008,5,Under 1 week,148820
2008-06-01,2008,6,Under 1 week,126270
2008-07-01,2008,7,Under 1 week,130390
2008-08-01,2008,8,Under 1 week,141650
2008-09-01,2008,9,Under 1 week,124310
2008-10-01,2008,10,Under 1 week,145400
2008-11-01,2008,11,Under 1 week,158750
2008-12-01,2008,12,Under 1 week,132560
2009-01-01,2009,1,Under 1 week,110310
2009-02-01,2009,2,Under 1 week,139300
2009-03-01,2009,3,Under 1 week,151330
2009-04-01,2009,4,Under 1 week,136290
2009-05-01,2009,5,Under 1 week,126310
2009-06-01,2009,6,Under 1 week,102470
2009-07-01,2009,7,Under 1 week,107720
2009-08-01,2009,8,Under 1 week,127730
2009-09-01,2009,9,Under 1 week,128100
2009-10-01,2009,10,Under 1 week,143330
2009-11-01,2009,11,Under 1 week,153600
2009-12-01,2009,12,Under 1 week,134180
2010-01-01,2010,1,Under 1 week,114440
2010-02-01,2010,2,Under 1 week,155160
2010-03-01,2010,3,Under 1 week,161950
2010-04-01,2010,4,Under 1 week,141480
2010-05-01,2010,5,Under 1 week,138840
2010-06-01,2010,6,Under 1 week,127620
2010-07-01,2010,7,Under 1 week,129670
2010-08-01,2010,8,Under 1 week,147630
2010-09-01,2010,9,Under 1 week,145090
2010-10-01,2010,10,Under 1 week,158180
2010-11-01,2010,11,Under 1 week,178980
2010-12-01,2010,12,Under 1 week,150920
2011-01-01,2011,1,Under 1 week,128050
2011-02-01,2011,2,Under 1 week,162300
2011-03-01,2011,3,Under 1 week,161450
2011-04-01,2011,4,Under 1 week,132890
2011-05-01,2011,5,Under 1 week,137270
2011-06-01,2011,6,Under 1 week,128780
2011-07-01,2011,7,Under 1 week,129320
2011-08-01,2011,8,Under 1 week,151580
2011-09-01,2011,9,Under 1 week,140230
2011-10-01,2011,10,Under 1 week,159040
2011-11-01,2011,11,Under 1 week,178160
2011-12-01,2011,12,Under 1 week,144990
2012-01-01,2012,1,Under 1 week,126780
2012-02-01,2012,2,Under 1 week,158570
2012-03-01,2012,3,Under 1 week,172420
2012-04-01,2012,4,Under 1 week,144480
2012-05-01,2012,5,Under 1 week,144460
2012-06-01,2012,6,Under 1 week,127890
2012-07-01,2012,7,Under 1 week,125490
2012-08-01,2012,8,Under 1 week,156600
2012-09-01,2012,9,Under 1 week,140270
2012-10-01,2012,10,Under 1 week,167670
2012-11-01,2012,11,Under 1 week,187190
2012-12-01,2012,12,Under 1 week,151630
2013-01-01,2013,1,Under 1 week,131110
2013-02-01,2013,2,Under 1 week,175720
2013-03-01,2013,3,Under 1 week,183410
2013-04-01,2013,4,Under 1 week,154270
2013-05-01,2013,5,Under 1 week,155750
2013-06-01,2013,6,Under 1 week,135380
2013-07-01,2013,7,Under 1 week,138300
2013-08-01,2013,8,Under 1 week,170020
2013-09-01,2013,9,Under 1 week,151590
2013-10-01,2013,10,Under 1 week,176070
2013-11-01,2013,11,Under 1 week,186360
2013-12-01,2013,12,Under 1 week,164520
2014-01-01,2014,1,Under 1 week,147930
2014-02-01,2014,2,Under 1 week,187490
2014-03-01,2014,3,Under 1 week,200990
2014-04-01,2014,4,Under 1 week,155850
2014-05-01,2014,5,Under 1 week,172510
2014-06-01,2014,6,Under 1 week,142070
2014-07-01,2014,7,Under 1 week,148230
2014-08-01,2014,8,Under 1 week,172020
2014-09-01,2014,9,Under 1 week,160240
2014-10-01,2014,10,Under 1 week,189080
2014-11-01,2014,11,Under 1 week,205190
2014-12-01,2014,12,Under 1 week,167050
2015-01-01,2015,1,Under 1 week,142810
2015-02-01,2015,2,Under 1 week,192820
2015-03-01,2015,3,Under 1 week,208360
2015-04-01,2015,4,Under 1 week,176170
2015-05-01,2015,5,Under 1 week,182520
2015-06-01,2015,6,Under 1 week,154100
2015-07-01,2015,7,Under 1 week,163220
2015-08-01,2015,8,Under 1 week,182560
2015-09-01,2015,9,Under 1 week,170600
2015-10-01,2015,10,Under 1 week,199690
2015-11-01,2015,11,Under 1 week,224070
2015-12-01,2015,12,Under 1 week,195350
2016-01-01,2016,1,Under 1 week,158070
2016-02-01,2016,2,Under 1 week,218110
2016-03-01,2016,3,Under 1 week,229710
2016-04-01,2016,4,Under 1 week,199090
2016-05-01,2016,5,Under 1 week,195080
2016-06-01,2016,6,Under 1 week,169060
2016-07-01,2016,7,Under 1 week,173390
2016-08-01,2016,8,Under 1 week,197580
2016-09-01,2016,9,Under 1 week,192440
2016-10-01,2016,10,Under 1 week,213430
2016-11-01,2016,11,Under 1 week,240900
2016-12-01,2016,12,Under 1 week,204550
2017-01-01,2017,1,Under 1 week,178560
2017-02-01,2017,2,Under 1 week,213520
2017-03-01,2017,3,Under 1 week,250660
2017-04-01,2017,4,Under 1 week,205580
2017-05-01,2017,5,Under 1 week,199700
2017-06-01,2017,6,Under 1 week,186630
2017-07-01,2017,7,Under 1 week,175210
2017-08-01,2017,8,Under 1 week,217050
2017-09-01,2017,9,Under 1 week,194900
2017-10-01,2017,10,Under 1 week,225030
2017-11-01,2017,11,Under 1 week,248430
2017-12-01,2017,12,Under 1 week,197550
2018-01-01,2018,1,Under 1 week,165320
2018-02-01,2018,2,Under 1 week,221620
2018-03-01,2018,3,Under 1 week,253710
2018-04-01,2018,4,Under 1 week,196060
2018-05-01,2018,5,Under 1 week,207600
2018-06-01,2018,6,Under 1 week,188770
2018-07-01,2018,7,Under 1 week,173870
2018-08-01,2018,8,Under 1 week,224220
2018-09-01,2018,9,Under 1 week,192420
2018-10-01,2018,10,Under 1 week,227730
2018-11-01,2018,11,Under 1 week,249840
2018-12-01,2018,12,Under 1 week,202470
2019-01-01,2019,1,Under 1 week,169170
2019-02-01,2019,2,Under 1 week,229510
2019-03-01,2019,3,Under 1 week,256490
2019-04-01,2019,4,Under 1 week,193700
2019-05-01,2019,5,Under 1 week,215050
2019-06-01,2019,6,Under 1 week,185750
2019-07-01,2019,7,Under 1 week,174950
2019-08-01,2019,8,Under 1 week,230550
2019-09-01,2019,9,Under 1 week,196470
2019-10-01,2019,10,Under 1 week,237620
2019-11-01,2019,11,Under 1 week,254090
2019-12-01,2019,12,Under 1 week,218240
2020-01-01,2020,1,Under 1 week,176220
2020-02-01,2020,2,Under 1 week,184670
2020-03-01,2020,3,Under 1 week,79230
2020-04-01,2020,4,Under 1 week,840
2020-05-01,2020,5,Under 1 week,1570
2020-06-01,2020,6,Under 1 week,2240
2020-07-01,2020,7,Under 1 week,880
2020-08-01,2020,8,Under 1 week,690
2020-09-01,2020,9,Under 1 week,500
2020-10-01,2020,10,Under 1 week,660
2020-11-01,2020,11,Under 1 week,650
2020-12-01,2020,12,Under 1 week,450
2021-01-01,2021,1,Under 1 week,540
2021-02-01,2021,2,Under 1 week,460
2021-03-01,2021,3,Under 1 week,500
2021-04-01,2021,4,Under 1 week,5640
2021-05-01,2021,5,Under 1 week,10870
2021-06-01,2021,6,Under 1 week,9430
2021-07-01,2021,7,Under 1 week,2590
2021-08-01,2021,8,Under 1 week,1020
2021-09-01,2021,9,Under 1 week,290
2021-10-01,2021,10,Under 1 week,330
2021-11-01,2021,11,Under 1 week,1210
2021-12-01,2021,12,Under 1 week,1900
2022-01-01,2022,1,Under 1 week,2290
2022-02-01,2022,2,Under 1 week,3860
2022-03-01,2022,3,Under 1 week,15860
2022-04-01,2022,4,Under 1 week,25310
2022-05-01,2022,5,Under 1 week,41250
2022-06-01,2022,6,Under 1 week,46850
2022-07-01,2022,7,Under 1 week,55410
2022-08-01,2022,8,Under 1 week,73220
2022-09-01,2022,9,Under 1 week,71590
2022-10-01,2022,10,Under 1 week,90740
2022-11-01,2022,11,Under 1 week,113630
2022-12-01,2022,12,Under 1 week,84260
2023-01-01,2023,1,Under 1 week,83900
2023-02-01,2023,2,Under 1 week,132020
2023-03-01,2023,3,Under 1 week,148180
2023-04-01,2023,4,Under 1 week,117150
2023-05-01,2023,5,Under 1 week,131140
2023-06-01,2023,6,Under 1 week,122310
2023-07-01,2023,7,Under 1 week,133100
2023-08-01,2023,8,Under 1 week,156690
2023-09-01,2023,9,Under 1 week,136760
2023-10-01,2023,10,Under 1 week,157410
2023-11-01,2023,11,Under 1 week,176580
2023-12-01,2023,12,Under 1 week,140230
2024-01-01,2024,1,Under 1 week,125820
2024-02-01,2024,2,Under 1 week,204980
2024-03-01,2024,3,Under 1 week,197670
2024-04-01,2024,4,Under 1 week,151920
2024-05-01,2024,5,Under 1 week,169510
2024-06-01,2024,6,Under 1 week,141390
2024-07-01,2024,7,Under 1 week,138940
2024-08-01,2024,8,Under 1 week,175730
2024-09-01,2024,9,Under 1 week,156640
2024-10-01,2024,10,Under 1 week,189760
2024-11-01,2024,11,Under 1 week,186880
2024-12-01,2024,12,Under 1 week,156530
2025-01-01,2025,1,Under 1 week,147830
2025-02-01,2025,2,Under 1 week,181020
2025-03-01,2025,3,Under 1 week,191530
2025-04-01,2025,4,Under 1 week,155970
2025-05-01,2025,5,Under 1 week,168950
2025-06-01,2025,6,Under 1 week,150610
2025-07-01,2025,7,Under 1 week,154420
2025-08-01,2025,8,Under 1 week,194130
2025-09-01,2025,9,Under 1 week,169680
2025-10-01,2025,10,Under 1 week,200980
2025-11-01,2025,11,Under 1 week,238980
2025-12-01,2025,12,Under 1 week,177010
2026-01-01,2026,1,Under 1 week,151150
2026-02-01,2026,2,Under 1 week,209720
1991-01-01,1991,1,1 and under 2 weeks,47940
1991-02-01,1991,2,1 and under 2 weeks,51050
1991-03-01,1991,3,1 and under 2 weeks,57720
1991-04-01,1991,4,1 and under 2 weeks,49450
1991-05-01,1991,5,1 and under 2 weeks,47270
1991-06-01,1991,6,1 and under 2 weeks,47890
1991-07-01,1991,7,1 and under 2 weeks,53570
1991-08-01,1991,8,1 and under 2 weeks,60990
1991-09-01,1991,9,1 and under 2 weeks,55940
1991-10-01,1991,10,1 and under 2 weeks,67280
1991-11-01,1991,11,1 and under 2 weeks,69610
1991-12-01,1991,12,1 and under 2 weeks,68820
1992-01-01,1992,1,1 and under 2 weeks,51970
1992-02-01,1992,2,1 and under 2 weeks,67540
1992-03-01,1992,3,1 and under 2 weeks,67570
1992-04-01,1992,4,1 and under 2 weeks,57490
1992-05-01,1992,5,1 and under 2 weeks,51770
1992-06-01,1992,6,1 and under 2 weeks,43740
1992-07-01,1992,7,1 and under 2 weeks,52000
1992-08-01,1992,8,1 and under 2 weeks,60350
1992-09-01,1992,9,1 and under 2 weeks,55780
1992-10-01,1992,10,1 and under 2 weeks,73490
1992-11-01,1992,11,1 and under 2 weeks,82700
1992-12-01,1992,12,1 and under 2 weeks,84160
1993-01-01,1993,1,1 and under 2 weeks,73250
1993-02-01,1993,2,1 and under 2 weeks,67980
1993-03-01,1993,3,1 and under 2 weeks,81500
1993-04-01,1993,4,1 and under 2 weeks,71400
1993-05-01,1993,5,1 and under 2 weeks,72400
1993-06-01,1993,6,1 and under 2 weeks,58670
1993-07-01,1993,7,1 and under 2 weeks,61620
1993-08-01,1993,8,1 and under 2 weeks,74340
1993-09-01,1993,9,1 and under 2 weeks,67170
1993-10-01,1993,10,1 and under 2 weeks,83200
1993-11-01,1993,11,1 and under 2 weeks,91140
1993-12-01,1993,12,1 and under 2 weeks,101260
1994-01-01,1994,1,1 and under 2 weeks,67680
1994-02-01,1994,2,1 and under 2 weeks,97490
1994-03-01,1994,3,1 and under 2 weeks,104860
1994-04-01,1994,4,1 and under 2 weeks,84160
1994-05-01,1994,5,1 and under 2 weeks,71870
1994-06-01,1994,6,1 and under 2 weeks,66650
1994-07-01,1994,7,1 and under 2 weeks,74180
1994-08-01,1994,8,1 and under 2 weeks,86800
1994-09-01,1994,9,1 and under 2 weeks,80510
1994-10-01,1994,10,1 and under 2 weeks,98810
1994-11-01,1994,11,1 and under 2 weeks,100100
1994-12-01,1994,12,1 and under 2 weeks,118160
1995-01-01,1995,1,1 and under 2 weeks,89690
1995-02-01,1995,2,1 and under 2 weeks,99500
1995-03-01,1995,3,1 and under 2 weeks,103400
1995-04-01,1995,4,1 and under 2 weeks,95480
1995-05-01,1995,5,1 and under 2 weeks,77820
1995-06-01,1995,6,1 and under 2 weeks,76410
1995-07-01,1995,7,1 and under 2 weeks,89900
1995-08-01,1995,8,1 and under 2 weeks,101690
1995-09-01,1995,9,1 and under 2 weeks,83490
1995-10-01,1995,10,1 and under 2 weeks,104350
1995-11-01,1995,11,1 and under 2 weeks,108370
1995-12-01,1995,12,1 and under 2 weeks,128120
1996-01-01,1996,1,1 and under 2 weeks,87860
1996-02-01,1996,2,1 and under 2 weeks,132950
1996-03-01,1996,3,1 and under 2 weeks,122620
1996-04-01,1996,4,1 and under 2 weeks,114760
1996-05-01,1996,5,1 and under 2 weeks,81600
1996-06-01,1996,6,1 and under 2 weeks,97710
1996-07-01,1996,7,1 and under 2 weeks,99120
1996-08-01,1996,8,1 and under 2 weeks,108860
1996-09-01,1996,9,1 and under 2 weeks,99220
1996-10-01,1996,10,1 and under 2 weeks,112920
1996-11-01,1996,11,1 and under 2 weeks,117970
1996-12-01,1996,12,1 and under 2 weeks,137990
1997-01-01,1997,1,1 and under 2 weeks,89900
1997-02-01,1997,2,1 and under 2 weeks,134540
1997-03-01,1997,3,1 and under 2 weeks,123620
1997-04-01,1997,4,1 and under 2 weeks,99560
1997-05-01,1997,5,1 and under 2 weeks,89420
1997-06-01,1997,6,1 and under 2 weeks,93250
1997-07-01,1997,7,1 and under 2 weeks,108340
1997-08-01,1997,8,1 and under 2 weeks,106610
1997-09-01,1997,9,1 and under 2 weeks,101290
1997-10-01,1997,10,1 and under 2 weeks,114750
1997-11-01,1997,11,1 and under 2 weeks,114450
1997-12-01,1997,12,1 and under 2 weeks,127450
1998-01-01,1998,1,1 and under 2 weeks,105800
1998-02-01,1998,2,1 and under 2 weeks,96180
1998-03-01,1998,3,1 and under 2 weeks,100070
1998-04-01,1998,4,1 and under 2 weeks,110870
1998-05-01,1998,5,1 and under 2 weeks,87390
1998-06-01,1998,6,1 and under 2 weeks,88180
1998-07-01,1998,7,1 and under 2 weeks,114110
1998-08-01,1998,8,1 and under 2 weeks,110060
1998-09-01,1998,9,1 and under 2 weeks,110050
1998-10-01,1998,10,1 and under 2 weeks,118890
1998-11-01,1998,11,1 and under 2 weeks,115020
1998-12-01,1998,12,1 and under 2 weeks,132650
1999-01-01,1999,1,1 and under 2 weeks,105840
1999-02-01,1999,2,1 and under 2 weeks,127150
1999-03-01,1999,3,1 and under 2 weeks,126210
1999-04-01,1999,4,1 and under 2 weeks,116040
1999-05-01,1999,5,1 and under 2 weeks,99880
1999-06-01,1999,6,1 and under 2 weeks,101800
1999-07-01,1999,7,1 and under 2 weeks,118470
1999-08-01,1999,8,1 and under 2 weeks,116800
1999-09-01,1999,9,1 and under 2 weeks,112760
1999-10-01,1999,10,1 and under 2 weeks,123130
1999-11-01,1999,11,1 and under 2 weeks,128290
1999-12-01,1999,12,1 and under 2 weeks,126610
2000-01-01,2000,1,1 and under 2 weeks,98040
2000-02-01,2000,2,1 and under 2 weeks,129280
2000-03-01,2000,3,1 and under 2 weeks,130740
2000-04-01,2000,4,1 and under 2 weeks,135800
2000-05-01,2000,5,1 and under 2 weeks,99020
2000-06-01,2000,6,1 and under 2 weeks,111080
2000-07-01,2000,7,1 and under 2 weeks,126920
2000-08-01,2000,8,1 and under 2 weeks,121000
2000-09-01,2000,9,1 and under 2 weeks,127910
2000-10-01,2000,10,1 and under 2 weeks,133310
2000-11-01,2000,11,1 and under 2 weeks,147440
2000-12-01,2000,12,1 and under 2 weeks,160870
2001-01-01,2001,1,1 and under 2 weeks,126320
2001-02-01,2001,2,1 and under 2 weeks,119530
2001-03-01,2001,3,1 and under 2 weeks,138210
2001-04-01,2001,4,1 and under 2 weeks,141180
2001-05-01,2001,5,1 and under 2 weeks,111960
2001-06-01,2001,6,1 and under 2 weeks,116290
2001-07-01,2001,7,1 and under 2 weeks,135640
2001-08-01,2001,8,1 and under 2 weeks,125200
2001-09-01,2001,9,1 and under 2 weeks,122650
2001-10-01,2001,10,1 and under 2 weeks,119390
2001-11-01,2001,11,1 and under 2 weeks,112400
2001-12-01,2001,12,1 and under 2 weeks,141110
2002-01-01,2002,1,1 and under 2 weeks,99790
2002-02-01,2002,2,1 and under 2 weeks,127660
2002-03-01,2002,3,1 and under 2 weeks,132630
2002-04-01,2002,4,1 and under 2 weeks,116560
2002-05-01,2002,5,1 and under 2 weeks,106640
2002-06-01,2002,6,1 and under 2 weeks,106750
2002-07-01,2002,7,1 and under 2 weeks,118030
2002-08-01,2002,8,1 and under 2 weeks,120280
2002-09-01,2002,9,1 and under 2 weeks,111820
2002-10-01,2002,10,1 and under 2 weeks,131310
2002-11-01,2002,11,1 and under 2 weeks,127340
2002-12-01,2002,12,1 and under 2 weeks,136650
2003-01-01,2003,1,1 and under 2 weeks,102320
2003-02-01,2003,2,1 and under 2 weeks,111960
2003-03-01,2003,3,1 and under 2 weeks,115520
2003-04-01,2003,4,1 and under 2 weeks,100330
2003-05-01,2003,5,1 and under 2 weeks,76210
2003-06-01,2003,6,1 and under 2 weeks,96430
2003-07-01,2003,7,1 and under 2 weeks,114760
2003-08-01,2003,8,1 and under 2 weeks,105680
2003-09-01,2003,9,1 and under 2 weeks,119700
2003-10-01,2003,10,1 and under 2 weeks,118040
2003-11-01,2003,11,1 and under 2 weeks,140550
2003-12-01,2003,12,1 and under 2 weeks,146360
2004-01-01,2004,1,1 and under 2 weeks,111310
2004-02-01,2004,2,1 and under 2 weeks,112240
2004-03-01,2004,3,1 and under 2 weeks,117970
2004-04-01,2004,4,1 and under 2 weeks,124980
2004-05-01,2004,5,1 and under 2 weeks,101300
2004-06-01,2004,6,1 and under 2 weeks,110190
2004-07-01,2004,7,1 and under 2 weeks,118890
2004-08-01,2004,8,1 and under 2 weeks,117050
2004-09-01,2004,9,1 and under 2 weeks,114530
2004-10-01,2004,10,1 and under 2 weeks,117150
2004-11-01,2004,11,1 and under 2 weeks,125390
2004-12-01,2004,12,1 and under 2 weeks,140610
2005-01-01,2005,1,1 and under 2 weeks,97530
2005-02-01,2005,2,1 and under 2 weeks,124400
2005-03-01,2005,3,1 and under 2 weeks,130110
2005-04-01,2005,4,1 and under 2 weeks,117160
2005-05-01,2005,5,1 and under 2 weeks,97660
2005-06-01,2005,6,1 and under 2 weeks,96060
2005-07-01,2005,7,1 and under 2 weeks,120830
2005-08-01,2005,8,1 and under 2 weeks,117270
2005-09-01,2005,9,1 and under 2 weeks,111740
2005-10-01,2005,10,1 and under 2 weeks,119890
2005-11-01,2005,11,1 and under 2 weeks,115340
2005-12-01,2005,12,1 and under 2 weeks,134840
2006-01-01,2006,1,1 and under 2 weeks,106310
